ZipCode,OccupiedUnits,OwnerOccupiedUnits,RenterOccupiedUnits
04939,444,434,10
04940,0,0,0
04941,693,600,93
04942,609,553,56
04943,754,566,188
04944,18,18,0
04945,476,372,104
04947,632,559,73
04949,368,316,52
04950,1870,1303,567
04951,491,431,60
04952,846,682,164
04953,1392,1019,373
04955,582,523,59
04956,320,280,40
04957,1659,1396,263
04958,736,650,86
04961,416,391,25
04962,54,11,43
04963,2977,2517,460
04964,70,46,24
04965,887,755,132
04966,722,605,117
04967,1529,1159,370
04969,530,442,88
04970,644,500,144
04971,789,733,56
04973,576,484,92
04974,1299,911,388
04975,0,0,0
04976,4440,2978,1462
04978,324,264,60
04979,383,315,68
04981,1162,993,169
04982,244,161,83
04983,634,515,119
04984,254,204,50
04985,30,25,5
04986,682,576,106
04987,414,341,73
04988,790,550,240
04989,1709,1342,367
04992,42,42,0
05001,4493,3115,1378
05031,43,43,0
05032,1005,776,229
05033,1084,780,304
05034,125,91,34
05035,317,239,78
05036,437,365,72
05037,207,191,16
05038,575,422,153
05039,525,441,84
05040,247,222,25
05041,151,127,24
05042,213,172,41
05043,465,398,67
05045,883,704,179
05046,466,370,96
05048,1277,1067,210
05050,58,31,27
05051,691,553,138
05052,82,39,43
05053,190,178,12
05055,1252,911,341
05056,206,177,29
05058,128,118,10
05059,154,115,39
05060,1915,1431,484
05061,462,434,28
05062,277,234,43
05065,409,309,100
05067,100,96,4
05068,1424,845,579
05069,200,165,35
05070,255,236,19
05071,57,57,0
05072,199,173,26
05075,458,409,49
05076,157,117,40
05077,545,440,105
05079,296,261,35
05081,225,115,110
05083,114,81,33
05084,110,110,0
05086,278,256,22
05089,1973,1247,726
05091,1493,1119,374
05101,1968,1053,915
05141,82,56,26
05142,294,224,70
05143,1829,1412,417
05146,308,251,57
05148,427,315,112
05149,921,664,257
05150,409,271,138
05151,647,621,26
05152,175,160,15
05153,275,204,71
05154,198,124,74
05155,419,275,144
05156,3783,2650,1133
05158,482,351,131
05161,260,209,51
05201,5895,3684,2211
05250,1517,1256,261
05251,640,541,99
05252,111,97,14
05253,217,181,36
05254,101,89,12
05255,1862,1301,561
05257,976,684,292
05260,189,164,25
05261,946,823,123
05262,912,751,161
05301,7364,4368,2996
05340,322,282,40
05341,186,147,39
05342,289,252,37
05343,377,293,84
05345,1065,908,157
05346,2056,1601,455
05350,315,258,57
05352,381,356,25
05353,388,285,103
05354,845,649,196
05355,285,243,42
05356,460,317,143
05358,79,73,6
05359,238,206,32
05360,83,70,13
05361,481,399,82
05362,27,27,0
05363,840,570,270
05401,12325,3504,8821
05403,8560,5099,3461
05404,3164,1184,1980
05405,0,0,0
05408,3997,2708,1289
05439,0,0,0
05440,750,605,145
05441,342,306,36
05442,174,154,20
05443,2889,2150,739
05444,659,545,114
05445,1451,1331,120
05446,6830,4718,2112
05447,26,19,7
05448,379,363,16
05450,1956,1472,484
05452,8816,6203,2613
05454,1815,1450,365
05455,382,298,84
05456,490,389,101
05457,650,565,85
05458,896,721,175
05459,728,579,149
05461,1821,1376,445
05462,744,675,69
05463,194,185,9
05464,1357,894,463
05465,2121,1914,207
05468,5278,4369,909
05471,272,208,64
05472,679,550,129
05473,628,506,122
05474,406,360,46
05476,1258,869,389
05477,1780,1397,383
05478,5825,3766,2059
05481,0,0,0
05482,3223,2333,890
05483,536,433,103
05485,35,35,0
05486,721,574,147
05487,594,499,95
05488,2949,2177,772
05489,1311,1183,128
05491,2463,1825,638
05492,297,239,58
05494,663,605,58
05495,4113,3312,801
05602,5424,3514,1910
05640,56,49,7
05641,7093,4552,2541
05647,427,353,74
05648,189,162,27
05649,184,184,0
05650,496,402,94
05651,663,573,90
05652,320,272,48
05653,182,160,22
05654,464,234,230
05655,1217,1034,183
05656,1287,642,645
05657,44,44,0
05658,609,555,54
05660,775,676,99
05661,2470,1755,715
05663,2208,1601,607
05664,66,66,0
05667,888,661,227
05669,289,252,37
05672,2148,1575,573
05673,1167,874,293
05674,701,570,131
05675,483,436,47
05676,2022,1467,555
05677,959,730,229
05678,74,53,21
05679,1407,1116,291
05680,911,798,113
05681,182,175,7
05682,527,451,76
05701,9057,5526,3531
05730,115,110,5
05732,312,198,114
05733,2589,1923,666
05734,597,441,156
05735,1550,1108,442
05736,252,158,94
05737,340,293,47
05738,476,422,54
05739,554,431,123
05740,22,22,0
05742,262,239,23
05743,1552,1192,360
05744,228,162,66
05747,142,96,46
05748,152,116,36
05751,335,289,46
05753,3665,2275,1390
05757,336,282,54
05758,301,286,15
05759,723,617,106
05760,501,430,71
05761,371,324,47
05762,181,142,39
05763,1165,1019,146
05764,1286,953,333
05765,692,536,156
05766,265,212,53
05767,526,421,105
05769,453,361,92
05770,402,333,69
05772,321,284,37
05773,934,731,203
05774,452,422,30
05775,217,168,49
05776,293,249,44
05777,1364,1164,200
05778,247,199,48
05819,3794,2436,1358
05820,265,244,21
05821,454,425,29
05822,714,572,142
05824,476,389,87
05825,49,38,11
05826,386,334,52
05827,116,83,33
05828,873,699,174
05829,737,540,197
05830,681,492,189
05832,366,328,38
05833,126,104,22
05836,453,358,95
05837,159,140,19
05839,327,281,46
05841,187,162,25
05842,186,153,33
05843,936,680,256
05845,507,448,59
05846,513,337,176
05847,342,228,114
05850,74,51,23
05851,2570,1629,941
05853,239,210,29
05855,3068,2011,1057
05857,1024,887,137
05858,190,175,15
05859,710,521,189
05860,1100,901,199
05862,102,86,16
05866,267,250,17
05867,301,251,50
05868,145,145,0
05871,591,471,120
05872,414,336,78
05873,290,240,50
05874,226,186,40
05875,213,194,19
05901,9,9,0
05902,100,70,30
05903,382,310,72
05904,116,75,41
05905,348,311,37
05906,533,452,81
05907,76,66,10
06001,7112,6056,1056
06002,8613,6240,2373
06010,24460,15625,8835
06013,3367,3171,196
06016,2653,1850,803
06018,1163,734,429
06019,4035,3188,847
06020,0,0,0
06021,111,96,15
06022,41,41,0
06023,500,391,109
06024,205,174,31
06026,2125,1719,406
06027,560,521,39
06029,7122,4521,2601
06031,646,577,69
06032,7305,5085,2220
06033,11498,9011,2487
06035,2946,2643,303
06037,7743,6636,1107
06039,888,579,309
06040,14213,7899,6314
06042,9729,5639,4090
06043,1803,1610,193
06051,11927,3335,8592
06052,3111,1829,1282
06053,13345,6501,6844
06057,2413,2228,185
06058,696,559,137
06059,0,0,0
06060,875,829,46
06061,66,66,0
06062,7722,5453,2269
06063,1174,1064,110
06065,283,283,0
06066,13105,6821,6284
06067,8599,5537,3062
06068,681,521,160
06069,1133,829,304
06070,5949,4899,1050
06071,3466,3049,417
06073,2055,1849,206
06074,9847,8243,1604
06076,5009,3776,1233
06078,3861,3295,566
06081,615,361,254
06082,16472,12464,4008
06084,5159,4771,388
06085,2938,2258,680
06088,2149,1519,630
06089,1263,968,295
06090,381,314,67
06091,52,43,9
06092,1467,1324,143
06093,1171,1072,99
06095,10859,9163,1696
06096,5253,3888,1365
06098,5163,3455,1708
06103,1271,154,1117
06105,9613,1696,7917
06106,13782,3046,10736
06107,7295,6344,951
06108,8824,4331,4493
06109,10843,8465,2378
06110,4951,3281,1670
06111,12394,9586,2808
06112,7296,2575,4721
06114,9698,2820,6878
06117,5422,4414,1008
06118,10245,6999,3246
06119,6601,3401,3200
06120,4479,792,3687
06160,0,0,0
06226,6536,2376,4160
06231,1388,1309,79
06232,1235,1079,156
06234,3132,2338,794
06235,899,833,66
06237,2086,1931,155
06238,4761,4233,528
06239,4588,3013,1575
06241,2428,1903,525
06242,518,421,97
06243,27,27,0
06247,1106,965,141
06248,2088,2009,79
06249,2847,2590,257
06250,1803,1334,469
06254,722,619,103
06255,1757,1170,587
06256,895,783,112
06259,1788,1402,386
06260,3942,2370,1572
06262,288,232,56
06263,113,15,98
06264,34,34,0
06266,223,169,54
06268,3536,1681,1855
06269,6,6,0
06277,1484,1376,108
06278,1844,1335,509
06279,2483,1641,842
06280,1158,861,297
06281,2635,2310,325
06282,437,383,54
06320,10985,3832,7153
06330,1287,884,403
06331,1839,1623,216
06332,205,152,53
06333,2573,2135,438
06334,980,842,138
06335,2578,2163,415
06336,25,20,5
06339,3135,2442,693
06340,12132,4787,7345
06350,26,26,0
06351,6251,4824,1427
06353,30,30,0
06354,2323,1518,805
06355,5436,4313,1123
06357,4714,3552,1162
06359,2117,1818,299
06360,15009,7907,7102
06365,1835,1610,225
06370,2630,2333,297
06371,4155,3433,722
06373,109,80,29
06374,2878,2119,759
06375,1443,1332,111
06376,94,69,25
06377,1117,970,147
06378,2506,1888,618
06379,3732,2568,1164
06380,1239,358,881
06382,4049,3209,840
06384,1067,884,183
06385,6412,5154,1258
06387,137,22,115
06389,7,0,7
06390,73,49,24
06401,7402,4389,3013
06403,2466,2094,372
06405,12337,8631,3706
06409,294,185,109
06410,10145,8786,1359
06412,1720,1345,375
06413,5451,4314,1137
06414,26,26,0
06415,6220,4730,1490
06416,5819,4449,1370
06417,1892,1390,502
06418,5061,2933,2128
06419,2305,2141,164
06420,1618,1497,121
06422,2665,2412,253
06423,2289,2020,269
06424,4939,4341,598
06426,1617,1184,433
06437,8314,7167,1147
06438,1045,791,254
06441,2005,1701,304
06442,1099,921,178
06443,6911,5958,953
06444,70,57,13
06447,2350,2113,237
06450,15551,9674,5877
06451,10719,5789,4930
06455,1278,1180,98
06456,169,142,27
06457,19054,10082,8972
06460,16451,11522,4929
06461,5614,5056,558
06467,90,90,0
06468,6703,6142,561
06469,1133,907,226
06470,5878,4987,891
06471,3144,2658,486
06472,2400,2162,238
06473,8906,7446,1460
06475,4354,3470,884
06477,4939,4361,578
06478,4510,4162,348
06479,3995,3302,693
06480,3842,3210,632
06481,549,409,140
06482,3962,3662,300
06483,6239,4494,1745
06484,16351,13262,3089
06488,7900,6768,1132
06489,12821,10574,2247
06492,18535,13522,5013
06498,3086,2439,647
06510,1541,85,1456
06511,21266,4422,16844
06512,11510,7498,4012
06513,14621,5554,9067
06514,10142,6264,3878
06515,6613,2628,3985
06516,19576,10750,8826
06517,6061,4015,2046
06518,6726,4419,2307
06519,5227,1290,3937
06524,1967,1800,167
06525,2931,2610,321
06604,9886,2778,7108
06605,8938,2626,6312
06606,15943,9890,6053
06607,2832,913,1919
06608,4395,1006,3389
06610,8553,3901,4652
06611,12427,10783,1644
06612,2805,2665,140
06614,12722,11133,1589
06615,7362,4726,2636
06702,1705,53,1652
06704,8987,3664,5323
06705,10031,3609,6422
06706,5077,2513,2564
06708,11129,6306,4823
06710,3639,1125,2514
06712,3367,2930,437
06716,5880,4947,933
06750,533,323,210
06751,1289,1113,176
06752,715,630,85
06754,681,577,104
06755,370,326,44
06756,1058,1016,42
06757,883,657,226
06758,133,119,14
06759,2443,1951,492
06762,2694,2482,212
06763,733,610,123
06770,11712,7811,3901
06776,10029,7874,2155
06777,614,552,62
06778,589,551,38
06779,3360,2450,910
06782,838,731,107
06783,883,737,146
06784,1512,1321,191
06785,248,221,27
06786,3895,3018,877
06787,3174,2422,752
06790,14406,9628,4778
06791,1937,1890,47
06793,519,397,122
06794,385,298,87
06795,5142,4408,734
06796,458,394,64
06798,4139,3147,992
06801,7272,5685,1587
06804,6240,5175,1065
06807,2620,1831,789
06810,18629,8616,10013
06811,11056,8627,2429
06812,5019,4727,292
06820,6858,5848,1010
06824,11631,9876,1755
06825,7287,5897,1390
06830,9652,4975,4677
06831,4996,3719,1277
06840,7084,5552,1532
06850,7698,4532,3166
06851,10469,7179,3290
06853,1467,1158,309
06854,10796,5447,5349
06855,3389,1613,1776
06856,0,0,0
06870,2505,2073,432
06877,8997,7598,1399
06878,2559,2084,475
06880,10062,8477,1585
06883,3473,3329,144
06890,1615,1363,252
06896,3426,2715,711
06897,6028,5163,865
06901,4052,641,3411
06902,25948,10622,15326
06903,4937,4679,258
06905,7639,5646,1993
06906,3481,2170,1311
06907,3372,2392,980
07001,4955,2504,2451
07002,24975,9486,15489
07003,18080,9391,8689
07004,2696,2407,289
07005,5495,4117,1378
07006,9606,7330,2276
07008,7950,4559,3391
07009,4451,3542,909
07010,10535,4967,5568
07011,12574,6068,6506
07012,4645,2476,2169
07013,9959,7106,2853
07014,1807,1371,436
07016,8654,6892,1762
07017,13066,3641,9425
07018,10585,2479,8106
07020,5746,1891,3855
07021,782,741,41
07022,5393,1824,3569
07023,2544,2228,316
07024,17013,9941,7072
07026,11329,4313,7016
07027,1773,1060,713
07028,2449,2304,145
07029,6635,1833,4802
07030,25132,8224,16908
07031,6248,3257,2991
07032,13568,6407,7161
07033,2828,2255,573
07034,3331,2119,1212
07035,3641,2789,852
07036,15166,8407,6759
07039,9994,8867,1127
07040,7987,6097,1890
07041,2520,1629,891
07042,10297,5101,5196
07043,4171,3335,836
07044,5139,4130,1009
07045,3942,3721,221
07046,1363,1264,99
07047,21900,8512,13388
07050,12245,2614,9631
07052,16281,11113,5168
07054,11166,5734,5432
07055,19672,4511,15161
07057,4676,1934,2742
07058,1886,1020,866
07059,5153,4758,395
07060,14850,5930,8920
07062,3992,2529,1463
07063,3995,2589,1406
07064,1339,1100,239
07065,11188,6541,4647
07066,5788,4585,1203
07067,6109,5416,693
07068,2341,1891,450
07069,1912,1551,361
07070,7101,4473,2628
07071,8442,4618,3824
07072,2321,1500,821
07073,3800,1380,2420
07074,977,779,198
07075,3252,2243,1009
07076,8714,7126,1588
07077,923,655,268
07078,4050,3693,357
07079,5146,3555,1591
07080,7829,6495,1334
07081,6972,4459,2513
07082,1617,1526,91
07083,19239,14308,4931
07086,6461,2207,4254
07087,24194,4769,19425
07088,1223,762,461
07090,10367,8627,1740
07092,2438,2195,243
07093,24319,5904,18415
07094,7285,4066,3219
07095,7199,4081,3118
07102,5079,448,4631
07103,11085,2697,8388
07104,18606,4441,14165
07105,16796,3664,13132
07106,11339,3536,7803
07107,12749,2729,10020
07108,8323,1445,6878
07109,12493,6409,6084
07110,10831,7169,3662
07111,20403,5588,14815
07112,9582,2507,7075
07114,3460,480,2980
07201,8557,2072,6485
07202,12999,3036,9963
07203,7528,4189,3339
07204,5087,2972,2115
07205,7271,4710,2561
07206,7844,1870,5974
07208,10981,2874,8107
07302,20926,5791,15135
07304,15750,4283,11467
07305,22280,8804,13476
07306,20216,4485,15731
07307,15774,4717,11057
07310,5776,894,4882
07311,238,0,238
07401,2254,1925,329
07403,2883,1892,991
07405,6242,4772,1470
07407,6890,3858,3032
07410,11463,9178,2285
07416,2129,1580,549
07417,3758,3305,453
07418,766,724,42
07419,3619,2772,847
07420,1598,1369,229
07421,2637,2315,322
07422,2320,2179,141
07423,1415,1340,75
07424,9556,6352,3204
07430,9505,7515,1990
07432,2604,1809,795
07435,925,810,115
07436,4311,3893,418
07438,4288,3956,332
07439,835,703,132
07440,1442,1241,201
07442,3952,2864,1088
07444,4747,3752,995
07446,5512,4788,724
07450,8344,6475,1869
07452,3781,3586,195
07456,3914,3770,144
07457,1829,1263,566
07458,3724,3265,459
07460,1240,1160,80
07461,6822,5723,1099
07462,2634,1852,782
07463,3574,3209,365
07465,2596,2186,410
07470,18129,14391,3738
07480,5951,5271,680
07481,5710,5249,461
07495,0,0,0
07501,10559,1642,8917
07502,4458,2142,2316
07503,5322,1599,3723
07504,3554,1241,2313
07505,1037,37,1000
07506,6963,4204,2759
07508,7562,4918,2644
07512,3460,2877,583
07513,3415,1038,2377
07514,6279,1671,4608
07522,6074,1324,4750
07524,4050,1069,2981
07601,18732,6270,12462
07603,2866,2009,857
07604,4239,2742,1497
07605,3338,1989,1349
07606,808,411,397
07607,3499,2201,1298
07608,41,0,41
07620,533,430,103
07621,8760,5892,2868
07624,2756,2295,461
07626,2890,2408,482
07627,1686,1507,179
07628,6373,4577,1796
07630,2509,2087,422
07631,10613,5591,5022
07632,1814,1573,241
07640,1625,1489,136
07641,1112,1052,60
07642,3602,3092,510
07643,4308,1731,2577
07644,8927,3629,5298
07645,2858,2401,457
07646,5806,3637,2169
07647,1795,1549,246
07648,2133,1732,401
07649,2719,2393,326
07650,7516,2616,4900
07652,8310,7189,1121
07656,3299,2619,680
07657,3900,1892,2008
07660,4761,2588,2173
07661,3942,2945,997
07662,1993,1367,626
07663,5371,3643,1728
07666,13330,9840,3490
07670,4600,3573,1027
07675,9958,7561,2397
07676,3240,3056,184
07677,2009,1790,219
07701,9804,6536,3268
07702,1454,1338,116
07703,17,0,17
07704,1864,1682,182
07711,602,508,94
07712,16236,7388,8848
07716,3537,2612,925
07717,895,592,303
07718,2348,1906,442
07719,8463,6016,2447
07720,2120,962,1158
07721,1121,774,347
07722,3305,2969,336
07723,279,177,102
07724,8920,5856,3064
07726,15303,13093,2210
07727,2679,1906,773
07728,19946,14717,5229
07730,5895,5143,752
07731,12621,11269,1352
07732,2787,1715,1072
07733,5758,4954,804
07734,5183,3145,2038
07735,6980,5068,1912
07737,1438,1272,166
07738,2077,1849,228
07739,2099,1942,157
07740,12019,5341,6678
07746,5975,5726,249
07747,11771,8966,2805
07748,9617,7823,1794
07750,1409,1202,207
07751,6025,5467,558
07753,15583,9858,5725
07755,2196,1970,226
07756,1967,780,1187
07757,2101,1804,297
07758,1423,1261,162
07760,3179,2728,451
07762,3897,2465,1432
07764,2459,1885,574
07801,8061,4019,4042
07803,1252,1082,170
07820,28,28,0
07821,3469,3057,412
07822,268,250,18
07823,3356,2299,1057
07825,3402,3009,393
07826,2215,1770,445
07827,1616,1263,353
07828,5949,3020,2929
07830,2413,2262,151
07832,1323,1183,140
07833,67,35,32
07834,6794,5756,1038
07836,4197,2759,1438
07838,1206,1007,199
07840,11477,7496,3981
07842,44,44,0
07843,4468,3661,807
07846,10,10,0
07847,667,626,41
07848,1739,1462,277
07849,3523,2940,583
07850,2096,1698,398
07851,30,27,3
07852,1556,1339,217
07853,4225,4009,216
07856,2160,1528,632
07857,1407,683,724
07860,9624,7295,2329
07863,1511,1281,230
07865,699,663,36
07866,8439,7058,1381
07869,9076,6763,2313
07870,14,5,9
07871,7039,6289,750
07874,3078,2769,309
07876,3660,3426,234
07878,271,219,52
07880,89,89,0
07881,4,4,0
07882,5545,4118,1427
07885,3787,2340,1447
07901,8274,5726,2548
07920,9752,8060,1692
07921,3781,2892,889
07922,4107,3879,228
07924,2633,2254,379
07926,11,0,11
07927,1624,1084,540
07928,6466,5536,930
07930,2957,2779,178
07931,1068,894,174
07932,3966,2746,1220
07933,1201,1097,104
07934,558,490,68
07935,164,138,26
07936,3697,3494,203
07939,0,0,0
07940,5464,3730,1734
07945,3159,2864,295
07946,1123,1031,92
07950,7002,5695,1307
07960,17839,11255,6584
07961,0,0,0
07970,56,56,0
07974,4124,3445,679
07976,264,203,61
07977,210,114,96
07979,191,179,12
07980,815,642,173
07981,3517,3001,516
08001,367,282,85
08002,8517,5645,2872
08003,10820,9440,1380
08004,3945,3489,456
08005,9156,8007,1149
08006,201,169,32
08007,2034,1311,723
08008,3563,3183,380
08009,5020,4303,717
08010,4324,2594,1730
08011,9,9,0
08012,14448,9625,4823
08014,189,136,53
08015,6968,5466,1502
08016,12197,9017,3180
08019,366,317,49
08020,934,868,66
08021,18072,9459,8613
08022,3593,3435,158
08023,157,43,114
08026,766,719,47
08027,1922,1557,365
08028,6489,4449,2040
08029,1883,1385,498
08030,4679,3202,1477
08031,4379,2670,1709
08033,6193,4746,1447
08034,6972,5550,1422
08035,3037,2458,579
08036,2194,1981,213
08037,8477,6514,1963
08038,35,28,7
08039,32,32,0
08041,319,285,34
08042,58,44,14
08043,10879,7310,3569
08045,1063,713,350
08046,10367,8256,2111
08048,4662,3333,1329
08049,2075,1444,631
08050,9510,8018,1492
08051,4201,3302,899
08052,8482,3977,4505
08053,17456,13311,4145
08054,17281,13476,3805
08055,9979,8639,1340
08056,1469,1410,59
08057,7186,5943,1243
08059,2131,1611,520
08060,8857,6591,2266
08061,890,807,83
08062,5447,4953,494
08063,1069,891,178
08064,18,18,0
08065,2950,2068,882
08066,3692,2172,1520
08067,586,519,67
08068,2745,1677,1068
08069,4746,2435,2311
08070,4934,3629,1305
08071,3554,2640,914
08072,130,130,0
08073,55,55,0
08074,0,0,0
08075,10884,7880,3004
08077,6880,6004,876
08078,3179,2166,1013
08079,3886,2265,1621
08080,13028,11452,1576
08081,16999,13863,3136
08083,3729,2776,953
08084,2599,1978,621
08085,6813,5722,1091
08086,3219,2358,861
08087,10595,8874,1721
08088,9261,8586,675
08089,1563,1287,276
08090,2848,2608,240
08091,2107,1428,679
08092,1359,1131,228
08093,3557,2239,1318
08094,14743,12561,2182
08095,15,15,0
08096,13749,9680,4069
08097,1145,1022,123
08098,3362,2476,886
08102,2439,524,1915
08103,4720,1890,2830
08104,8573,3021,5552
08105,8597,3965,4632
08106,3965,2598,1367
08107,5280,2731,2549
08108,7385,4887,2498
08109,8514,6100,2414
08110,5703,4390,1313
08201,3807,2552,1255
08202,779,722,57
08203,4127,2997,1130
08204,7747,6087,1660
08205,10412,8114,2298
08210,6187,5087,1100
08212,99,94,5
08215,5071,3561,1510
08217,0,0,0
08221,2491,2145,346
08223,1725,1537,188
08224,187,166,21
08225,2832,2573,259
08226,5262,3609,1653
08230,2012,1787,225
08232,6256,3444,2812
08234,14011,12228,1783
08240,0,0,0
08241,393,368,25
08242,1243,851,392
08243,1020,913,107
08244,4504,2606,1898
08246,52,52,0
08247,469,427,42
08248,97,97,0
08251,4260,3383,877
08260,6154,4182,1972
08270,3019,2314,705
08302,13856,8134,5722
08310,548,433,115
08311,649,481,168
08312,3076,2416,660
08314,180,167,13
08316,139,115,24
08317,460,402,58
08318,4495,3988,507
08319,421,418,3
08320,0,0,0
08321,96,57,39
08322,3703,3391,312
08323,233,188,45
08324,112,104,8
08326,526,406,120
08327,160,139,21
08328,468,459,9
08329,124,99,25
08330,10714,7965,2749
08332,13876,8978,4898
08340,349,281,68
08341,999,388,611
08343,1662,1529,133
08344,1833,1515,318
08345,229,188,41
08346,222,191,31
08348,83,68,15
08349,727,648,79
08350,221,209,12
08352,190,171,19
08353,148,95,53
08360,14453,8492,5961
08361,6425,5388,1037
08401,15272,4070,11202
08402,3053,2506,547
08403,477,399,78
08406,4196,2611,1585
08501,2310,2120,190
08502,3561,2814,747
08505,6930,5156,1774
08510,1727,1621,106
08511,332,260,72
08512,4116,2407,1709
08514,1880,1631,249
08515,1723,1596,127
08518,2314,1632,682
08520,9276,6475,2801
08525,1885,1596,289
08527,20183,17209,2974
08528,43,32,11
08530,3183,2218,965
08533,2394,2031,363
08534,4946,4365,581
08535,1545,1489,56
08536,7801,3356,4445
08540,17700,11819,5881
08542,1769,530,1239
08550,6507,5553,954
08551,1789,1661,128
08553,229,184,45
08554,1446,1186,260
08555,270,241,29
08558,2518,2194,324
08559,2036,1716,320
08560,1342,1191,151
08561,115,98,17
08562,1739,1061,678
08608,556,12,544
08609,4170,1029,3141
08610,11194,7328,3866
08611,8109,2559,5550
08618,13004,5790,7214
08619,8597,6053,2544
08620,4138,3346,792
08628,3918,2597,1321
08629,3957,2678,1279
08638,8021,4859,3162
08640,878,5,873
08641,1179,0,1179
08648,11846,7867,3979
08690,6994,6220,774
08691,6000,5220,780
08701,23877,11624,12253
08720,226,208,18
08721,7453,6113,1340
08722,3766,3162,604
08723,13062,10223,2839
08724,16462,14201,2261
08730,1780,1617,163
08731,7725,6872,853
08732,582,473,109
08733,937,615,322
08734,3262,2889,373
08735,2015,1800,215
08736,4857,4247,610
08738,600,562,38
08740,748,507,241
08741,960,876,84
08742,9980,7835,2145
08750,1369,1264,105
08751,1883,975,908
08752,1220,929,291
08753,23403,18320,5083
08755,10312,8827,1485
08757,16713,14663,2050
08758,3443,2932,511
08759,19295,16681,2614
08801,2593,2181,412
08802,1443,1321,122
08804,1047,940,107
08805,4119,2318,1801
08807,13254,10927,2327
08808,89,67,22
08809,2097,1516,581
08810,2888,2370,518
08812,4684,3770,914
08816,16487,13344,3143
08817,15657,8595,7062
08820,12902,9280,3622
08821,131,119,12
08822,11727,9164,2563
08823,3594,2545,1049
08824,4080,3629,451
08825,1625,1255,370
08826,2162,1757,405
08827,1611,1425,186
08828,887,710,177
08829,1468,1131,337
08830,6240,4445,1795
08831,20977,18379,2598
08832,1014,215,799
08833,3242,2868,374
08835,3785,2505,1280
08836,1303,1222,81
08837,6329,3274,3055
08840,5997,4804,1193
08844,13613,11496,2117
08846,4943,3527,1416
08848,3087,2804,283
08850,2913,2514,399
08852,6612,4444,2168
08853,1858,1483,375
08854,16043,10625,5418
08857,14986,10016,4970
08858,48,48,0
08859,8299,5266,3033
08861,16665,5310,11355
08863,4388,3205,1183
08865,11605,7404,4201
08867,1772,1577,195
08869,2938,1676,1262
08872,7430,4349,3081
08873,19854,13885,5969
08876,8047,5543,2504
08879,8913,5018,3895
08880,1578,908,670
08882,5574,3505,2069
08884,3339,2611,728
08886,2487,2018,469
08887,510,409,101
08889,3764,3460,304
08890,7,0,7
08901,14893,2557,12336
08902,14249,8032,6217
08904,5608,2377,3231
10001,12431,3253,9178
10002,33540,4470,29070
10003,26124,8605,17519
10004,1659,635,1024
10005,4374,859,3515
10006,1794,306,1488
10007,2731,968,1763
10009,29728,1882,27846
10010,16390,4651,11739
10011,29128,10947,18181
10012,12041,2171,9870
10013,11986,3138,8848
10014,18229,5913,12316
10016,28916,8319,20597
10017,9905,4320,5585
10018,5095,462,4633
10019,25428,5064,20364
10020,0,0,0
10021,24996,11252,13744
10022,18049,9454,8595
10023,33693,14083,19610
10024,28751,11343,17408
10025,41910,12013,29897
10026,15458,2352,13106
10027,23811,3237,20574
10028,25318,8723,16595
10029,31690,2149,29541
10030,12736,1471,11265
10031,21959,2734,19225
10032,21222,1742,19480
10033,19652,2054,17598
10034,16095,1500,14595
10035,14428,1191,13237
10036,16183,1565,14618
10037,9731,485,9246
10038,10210,2732,7478
10039,11210,1515,9695
10040,16181,1679,14502
10044,4748,936,3812
10065,14844,5365,9479
10069,2552,675,1877
10075,11035,4933,6102
10103,0,0,0
10110,0,0,0
10111,0,0,0
10112,0,0,0
10115,0,0,0
10119,0,0,0
