ZipCode,OccupiedUnits,OwnerOccupiedUnits,RenterOccupiedUnits
16870,2653,2305,348
16871,23,21,2
16872,463,346,117
16874,519,459,60
16875,1482,1174,308
16876,127,98,29
16877,799,686,113
16878,774,696,78
16879,170,129,41
16881,986,877,109
16882,155,116,39
16901,4055,3151,904
16911,143,125,18
16912,788,546,242
16914,819,660,159
16915,2260,1674,586
16917,476,397,79
16920,803,519,284
16921,198,158,40
16922,816,617,199
16923,602,488,114
16925,1255,1060,195
16926,365,314,51
16927,230,184,46
16928,525,383,142
16929,943,741,202
16930,478,377,101
16932,307,221,86
16933,2755,1687,1068
16935,532,435,97
16936,741,582,159
16937,80,66,14
16938,268,221,47
16939,133,91,42
16940,97,66,31
16941,38,36,2
16942,305,243,62
16943,211,153,58
16946,1010,738,272
16947,1786,1298,488
16948,582,423,159
16950,1272,955,317
17002,240,171,69
17003,4256,3222,1034
17004,1711,1197,514
17005,139,109,30
17006,342,280,62
17007,2333,2000,333
17009,854,567,287
17010,66,0,66
17011,13586,9465,4121
17013,14169,8520,5649
17015,7988,7174,814
17016,342,138,204
17017,686,561,125
17018,1786,1528,258
17019,7003,5639,1364
17020,3676,2822,854
17021,380,293,87
17022,11155,7402,3753
17023,1339,953,386
17024,724,612,112
17025,7108,5200,1908
17026,1404,1207,197
17027,207,105,102
17028,1547,1352,195
17029,75,64,11
17030,338,267,71
17032,3193,2665,528
17033,6390,3562,2828
17034,1111,546,565
17035,370,283,87
17036,9384,6891,2493
17037,345,256,89
17038,3237,2411,826
17039,32,32,0
17040,908,750,158
17041,64,64,0
17042,14699,9892,4807
17043,2944,1472,1472
17044,9138,5774,3364
17045,1230,994,236
17046,11567,7117,4450
17047,894,680,214
17048,1468,1133,335
17049,1109,938,171
17050,15219,11763,3456
17051,1962,1562,400
17052,623,537,86
17053,2084,1653,431
17055,15692,10835,4857
17056,10,10,0
17057,9240,6463,2777
17058,696,463,233
17059,3178,2386,792
17060,463,365,98
17061,3045,2161,884
17062,1565,1384,181
17063,1428,1071,357
17064,372,296,76
17065,1709,1266,443
17066,2308,1497,811
17067,5831,4799,1032
17068,1567,1199,368
17069,55,19,36
17070,6884,5152,1732
17071,53,45,8
17072,107,54,53
17073,1943,1604,339
17074,2908,2128,780
17075,46,43,3
17076,14,14,0
17077,34,18,16
17078,9071,6199,2872
17080,99,92,7
17081,234,151,83
17082,1252,936,316
17083,15,9,6
17084,1721,1431,290
17086,896,647,249
17087,945,834,111
17088,357,233,124
17090,2477,2215,262
17093,452,255,197
17094,1013,748,265
17097,332,283,49
17098,981,720,261
17099,534,411,123
17101,1432,78,1354
17102,3954,1217,2737
17103,4784,1835,2949
17104,7594,2942,4652
17109,10530,5553,4977
17110,10252,6131,4121
17111,12701,8177,4524
17112,14576,12226,2350
17113,3958,2411,1547
17120,0,0,0
17201,10979,5326,5653
17202,10932,8482,2450
17210,65,42,23
17211,180,159,21
17212,264,243,21
17213,204,165,39
17214,455,284,171
17215,94,77,17
17217,87,65,22
17219,115,105,10
17220,189,113,76
17221,246,170,76
17222,4912,3821,1091
17223,121,87,34
17224,650,571,79
17225,7156,5283,1873
17228,416,353,63
17229,529,436,93
17233,2255,1580,675
17235,325,124,201
17236,3359,2656,703
17237,639,489,150
17238,635,523,112
17239,97,90,7
17240,1252,983,269
17241,4622,3640,982
17243,592,429,163
17244,906,751,155
17246,78,57,21
17247,155,14,141
17249,170,156,14
17250,60,31,29
17251,53,43,10
17252,1653,1308,345
17253,123,95,28
17254,43,43,0
17255,438,371,67
17256,63,63,0
17257,11126,7020,4106
17260,447,384,63
17261,0,0,0
17262,545,392,153
17263,120,92,28
17264,950,777,173
17265,253,217,36
17266,190,132,58
17267,1122,917,205
17268,11913,8119,3794
17270,27,27,0
17271,103,86,17
17272,243,205,38
17301,1605,1423,182
17302,1018,810,208
17304,1118,876,242
17306,93,58,35
17307,2305,1728,577
17309,791,591,200
17311,91,59,32
17313,4501,3091,1410
17314,2009,1577,432
17315,10342,8686,1656
17316,3087,2676,411
17317,237,193,44
17318,191,117,74
17319,4498,3676,822
17320,3034,2704,330
17321,887,754,133
17322,2240,2011,229
17324,1615,1368,247
17325,10477,7417,3060
17327,2798,2276,522
17329,862,741,121
17331,20975,15337,5638
17339,2862,2280,582
17340,4240,3408,832
17343,19,19,0
17344,1548,980,568
17345,3454,2434,1020
17347,2352,2073,279
17349,2705,2516,189
17350,4946,3706,1240
17352,520,441,79
17353,1424,1255,169
17355,121,80,41
17356,8417,6441,1976
17360,2537,2257,280
17361,2476,1926,550
17362,5051,4294,757
17363,3591,3193,398
17364,1478,1378,100
17365,1032,933,99
17366,2090,1751,339
17368,3034,2469,565
17370,2069,1784,285
17371,100,76,24
17372,1615,1226,389
17401,6550,1654,4896
17402,13642,9417,4225
17403,14748,9443,5305
17404,13673,9529,4144
17406,9201,7225,1976
17407,769,715,54
17408,9404,7143,2261
17501,1828,1011,817
17502,1046,872,174
17505,515,335,180
17507,30,14,16
17508,175,160,15
17509,1322,949,373
17512,7288,4573,2715
17516,1792,1554,238
17517,5839,4633,1206
17518,477,367,110
17519,2157,1605,552
17520,1954,1612,342
17522,12778,8661,4117
17527,1886,1481,405
17529,1384,1014,370
17532,1097,906,191
17535,734,426,308
17536,793,666,127
17538,2462,2026,436
17540,3690,2433,1257
17543,17048,12254,4794
17545,8208,6436,1772
17547,2708,1972,736
17550,329,177,152
17551,4010,2473,1537
17552,8201,5684,2517
17554,3018,1794,1224
17555,2169,1750,419
17557,5207,3513,1694
17560,1972,1608,364
17562,1322,967,355
17563,1204,899,305
17565,978,843,135
17566,4045,3081,964
17569,2052,1768,284
17570,106,42,64
17572,1513,989,524
17576,69,69,0
17578,2602,2128,474
17579,2124,1669,455
17581,283,217,66
17582,845,771,74
17584,3868,2649,1219
17601,20609,14751,5858
17602,18940,9997,8943
17603,25531,14685,10846
17606,230,0,230
17701,17706,9981,7725
17702,4328,3133,1195
17721,671,493,178
17723,19,18,1
17724,1891,1276,615
17727,49,49,0
17728,2087,1745,342
17729,28,28,0
17730,53,0,53
17731,113,108,5
17737,2592,2026,566
17739,21,19,2
17740,4933,3631,1302
17742,12,9,3
17744,1279,997,282
17745,7187,4233,2954
17747,1061,877,184
17748,114,103,11
17749,144,100,44
17750,56,46,10
17751,2583,2143,440
17752,1705,1260,445
17754,5046,4058,988
17756,4377,3427,950
17758,403,370,33
17760,280,264,16
17762,221,177,44
17763,72,68,4
17764,914,666,248
17765,412,318,94
17767,64,44,20
17768,160,139,21
17771,1271,1113,158
17772,962,807,155
17774,551,452,99
17776,124,103,21
17777,3017,2223,794
17778,40,34,6
17779,106,25,81
17801,7004,4331,2673
17810,790,644,146
17812,509,355,154
17813,778,586,192
17814,1947,1633,314
17815,11432,7081,4351
17820,2334,1815,519
17821,7610,5304,2306
17822,0,0,0
17823,483,373,110
17824,1764,1578,186
17827,279,219,60
17829,84,72,12
17830,813,661,152
17832,297,281,16
17834,1583,962,621
17835,113,75,38
17836,73,56,17
17837,6603,4359,2244
17840,233,221,12
17841,1736,1392,344
17842,3284,2527,757
17844,3828,3067,761
17845,714,557,157
17846,1564,1251,313
17847,4816,3378,1438
17850,331,228,103
17851,3705,2410,1295
17853,1141,886,255
17855,413,324,89
17856,1235,907,328
17857,3116,2370,746
17859,1134,973,161
17860,932,831,101
17861,58,53,5
17862,170,78,92
17864,724,539,185
17865,39,36,3
17866,3426,2491,935
17867,49,39,10
17868,484,433,51
17870,5544,3837,1707
17872,4273,2665,1608
17876,859,478,381
17878,544,468,76
17880,45,14,31
17881,626,513,113
17884,93,56,37
17885,88,77,11
17886,499,188,311
17887,141,141,0
17888,127,110,17
17889,918,796,122
17901,9838,7124,2714
17920,175,163,12
17921,2802,2163,639
17922,1926,1749,177
17923,205,156,49
17925,162,129,33
17929,655,454,201
17930,203,133,70
17931,2146,1633,513
17933,46,34,12
17934,184,173,11
17935,650,523,127
17936,306,251,55
17938,912,760,152
17941,319,257,62
17943,60,60,0
17944,57,52,5
17945,76,68,8
17946,83,45,38
17948,1910,1262,648
17949,109,101,8
17951,116,116,0
17952,103,97,6
17953,217,160,57
17954,1967,1358,609
17957,162,152,10
17959,584,458,126
17960,1678,1504,174
17961,2798,2166,632
17963,3540,2875,665
17964,292,236,56
17965,904,689,215
17967,1053,904,149
17968,99,80,19
17970,1377,925,452
17972,4755,3577,1178
17974,139,82,57
17976,2690,1823,867
17978,121,66,55
17979,100,100,0
17980,1261,1048,213
17981,1067,838,229
17982,219,196,23
17983,630,395,235
17985,539,474,65
18011,2066,1742,324
18013,6703,4961,1742
18014,4374,3666,708
18015,11151,5868,5283
18016,0,0,0
18017,15457,10826,4631
18018,13327,6915,6412
18020,7723,6761,962
18030,327,168,159
18031,3904,2461,1443
18032,3848,2502,1346
18034,2993,2479,514
18035,33,33,0
18036,5214,4565,649
18037,3064,2425,639
18038,1154,1032,122
18040,6326,5812,514
18041,1930,1447,483
18042,15141,8197,6944
18045,10327,8456,1871
18046,17,17,0
18049,7461,5263,2198
18051,1426,1275,151
18052,11070,6954,4116
18053,789,675,114
18054,1669,1369,300
18055,4793,3490,1303
18056,331,325,6
18058,3599,3063,536
18059,447,438,9
18062,10266,8614,1652
18063,297,246,51
18064,9584,7341,2243
18066,2330,2046,284
18067,7430,5668,1762
18068,0,0,0
18069,2923,2543,380
18070,371,292,79
18071,3864,2923,941
18072,2502,1840,662
18073,3701,3199,502
18074,2193,2068,125
18076,1189,769,420
18077,948,772,176
18078,2953,2361,592
18079,215,215,0
18080,4529,3525,1004
18081,137,91,46
18083,168,117,51
18085,399,302,97
18086,230,173,57
18087,203,102,101
18088,3262,2799,463
18091,2304,1689,615
18092,1213,1084,129
18101,1563,156,1407
18102,16093,4983,11110
18103,17853,11142,6711
18104,16279,11662,4617
18105,0,0,0
18106,3039,2249,790
18109,6803,3192,3611
18195,0,0,0
18201,9869,5321,4548
18202,4793,2887,1906
18210,2768,2212,556
18211,549,462,87
18212,83,60,23
18214,794,746,48
18216,499,371,128
18218,1015,670,345
18219,632,454,178
18220,151,145,6
18221,145,82,63
18222,3570,3323,247
18223,93,93,0
18224,2523,1879,644
18225,91,91,0
18229,3567,2932,635
18230,43,37,6
18231,195,113,82
18232,1668,1064,604
18234,93,93,0
18235,7721,6135,1586
18237,1426,993,433
18239,210,129,81
18240,1571,1182,389
18241,342,192,150
18242,76,76,0
18244,119,91,28
18245,161,129,32
18246,99,43,56
18248,241,173,68
18249,1562,1381,181
18250,1200,879,321
18251,18,0,18
18252,4637,3009,1628
18254,388,299,89
18255,1758,1437,321
18256,157,102,55
18301,9669,6600,3069
18302,5900,5123,777
18321,629,485,144
18322,876,672,204
18323,72,72,0
18324,3471,2845,626
18325,686,591,95
18326,1541,1122,419
18327,245,137,108
18328,2665,2379,286
18330,2794,2440,354
18331,232,200,32
18332,838,647,191
18333,146,146,0
18334,1569,1297,272
18335,313,189,124
18336,1635,1126,509
18337,5430,4517,913
18340,76,76,0
18342,270,173,97
18343,1584,1289,295
18344,1407,850,557
18346,806,652,154
18347,1183,1041,142
18349,74,74,0
18350,664,576,88
18351,188,102,86
18352,291,291,0
18353,4095,3677,418
18354,334,282,52
18355,461,320,141
18356,38,38,0
18357,60,39,21
18360,9575,6509,3066
18370,417,312,105
18371,265,209,56
18372,1007,878,129
18403,3008,2340,668
18405,1022,880,142
18407,5783,3718,2065
18411,8796,7039,1757
18413,121,48,73
18414,2139,1853,286
18415,558,478,80
18417,433,375,58
18419,1741,1422,319
18420,26,21,5
18421,2019,1526,493
18424,2042,1842,200
18425,501,439,62
18426,1940,1610,330
18427,54,25,29
18428,4725,3809,916
18430,3,3,0
18431,4805,3418,1387
18433,2691,2188,503
18434,1619,1151,468
18435,384,368,16
18436,4804,4089,715
18437,82,66,16
18438,464,442,22
18439,202,160,42
18441,80,70,10
18443,176,133,43
18444,5234,4383,851
18445,986,804,182
18446,1344,1112,232
18447,4405,2919,1486
18451,338,291,47
18452,2263,1636,627
18453,404,360,44
18454,8,4,4
18455,34,27,7
18456,158,107,51
18457,72,62,10
18458,1127,937,190
18459,5,5,0
18460,95,90,5
18461,144,140,4
18462,146,129,17
18463,98,96,2
18464,513,464,49
18465,594,504,90
18466,5367,4144,1223
18469,81,62,19
18470,820,707,113
18471,261,242,19
18472,1557,1180,377
18473,231,185,46
18503,532,80,452
18504,8785,4942,3843
18505,8587,4597,3990
18507,2077,1618,459
18508,5328,2782,2546
18509,4837,2447,2390
18510,4526,1785,2741
18512,5320,3730,1590
18517,2194,1271,923
18518,3702,2258,1444
18519,2030,1154,876
18602,101,88,13
18603,8209,5821,2388
18610,1679,1551,128
18612,6265,4869,1396
18614,1086,833,253
18615,740,601,139
18616,253,188,65
18617,769,487,282
18618,1616,1267,349
18619,132,111,21
18621,2072,1829,243
18622,73,54,19
18623,1062,797,265
18624,181,172,9
18625,164,115,49
18626,193,184,9
18628,97,83,14
18629,653,546,107
18630,1195,883,312
18631,540,380,160
18632,233,172,61
18634,5689,3552,2137
18635,1525,1157,368
18636,495,399,96
18640,7444,4881,2563
18641,2760,2072,688
18642,1874,1411,463
18643,5203,3605,1598
18644,3207,2452,755
18651,3701,2251,1450
18653,76,76,0
18655,2411,1992,419
18656,849,734,115
18657,4862,3777,1085
18660,1430,1255,175
18661,2107,1809,298
18701,955,76,879
18702,15445,8605,6840
18704,13520,8241,5279
18705,6383,4264,2119
18706,6928,4769,2159
18707,5914,5449,465
18708,3362,2910,452
18709,1484,841,643
18801,3457,2529,928
18810,2370,1846,524
18812,682,613,69
18814,64,56,8
18816,62,54,8
18817,91,70,21
18818,576,467,109
18821,559,318,241
18822,1462,1029,433
18823,107,67,40
18824,627,498,129
18825,38,35,3
18826,637,533,104
18828,117,79,38
18829,300,248,52
18830,264,206,58
18831,531,418,113
18832,751,577,174
18833,835,683,152
18834,1416,1113,303
18837,1201,991,210
18840,4817,3320,1497
18842,116,110,6
18843,126,102,24
18844,759,608,151
18845,120,105,15
18846,353,330,23
18847,2282,1741,541
18848,3597,2529,1068
18850,939,728,211
18851,286,238,48
18853,1675,1399,276
18854,600,461,139
18901,10440,7345,3095
18902,7663,6903,760
18912,70,70,0
18913,40,40,0
18914,7650,6685,965
18915,251,195,56
18917,887,440,447
18920,178,165,13
18923,303,283,20
18925,2320,2120,200
18929,3245,3078,167
18930,1158,986,172
18932,160,147,13
18935,18,18,0
18936,0,0,0
18938,6122,5038,1084
18940,11186,9359,1827
18942,1383,1123,260
18944,9348,7383,1965
18947,2255,2074,181
18950,59,59,0
18951,13580,10787,2793
18954,3112,3048,64
18955,616,409,207
18960,4801,3703,1098
18962,134,98,36
18964,5349,4052,1297
18966,14320,12171,2149
18969,5865,4246,1619
18970,302,228,74
18972,1562,1351,211
18974,16518,12023,4495
18976,7325,6038,1287
18977,1653,1524,129
18980,241,202,39
19001,6223,5180,1043
19002,12097,9096,3001
19003,5607,3497,2110
19004,3886,3068,818
19006,8035,6242,1793
19007,8019,4301,3718
19008,7252,6352,900
19009,228,127,101
19010,7347,4665,2682
19012,2319,2026,293
19013,12300,4279,8021
19014,7868,6821,1047
19015,6511,4913,1598
19017,75,64,11
19018,9787,6029,3758
19020,21738,12150,9588
19021,3713,2618,1095
19022,1327,546,781
19023,7304,3970,3334
19025,2079,1713,366
19026,11930,7736,4194
19027,8533,4959,3574
19029,1445,907,538
19030,4571,3362,1209
19031,1715,1310,405
19032,2393,1658,735
19033,3149,2402,747
19034,1968,1576,392
19035,1501,1305,196
19036,5318,3777,1541
19038,11131,9402,1729
19040,7734,5549,2185
19041,2592,1659,933
19043,992,702,290
19044,6675,4055,2620
19046,7131,4928,2203
19047,12932,9541,3391
19050,10991,6597,4394
19053,9776,7876,1900
19054,6085,4532,1553
19055,4809,4071,738
19056,5543,3930,1613
19057,6193,4462,1731
19060,3827,3649,178
19061,7702,4850,2852
19063,14799,10582,4217
19064,8559,7838,721
19066,1695,1587,108
19067,19690,15796,3894
19070,2849,2091,758
19072,4098,3144,954
19073,7885,6196,1689
19074,2055,1554,501
19075,2789,2399,390
19076,2683,1742,941
19078,4368,3167,1201
19079,3516,2393,1123
19081,3309,2772,537
19082,14135,6696,7439
19083,12902,11341,1561
19085,1868,1724,144
19086,4189,3729,460
19087,12033,9257,2776
19090,7055,5153,1902
19094,1521,981,540
19095,2961,1478,1483
19096,5438,4114,1324
19102,2978,890,2088
19103,15097,4915,10182
19104,16368,3571,12797
19106,6519,3125,3394
19107,7371,1582,5789
19109,0,0,0
19111,23930,13795,10135
19112,0,0,0
19113,54,31,23
19114,12988,8059,4929
19115,13767,7841,5926
19116,12664,7537,5127
19118,4435,2023,2412
19119,11930,7651,4279
19120,23206,13862,9344
19121,11980,3826,8154
19122,6505,2774,3731
19123,7519,2405,5114
19124,22667,12226,10441
19125,10109,6330,3779
19126,5783,3365,2418
19127,2529,1117,1412
19128,16068,9441,6627
19129,4387,2200,2187
19130,13278,5607,7671
19131,17446,8299,9147
19132,13756,6759,6997
19133,8907,3782,5125
19134,19830,10372,9458
19135,11945,7608,4337
19136,12610,7512,5098
19137,3045,2357,688
19138,11334,8242,3092
19139,16643,6789,9854
19140,18459,8634,9825
19141,12666,6528,6138
19142,9678,5077,4601
19143,25508,12258,13250
19144,17544,6963,10581
19145,18329,11092,7237
19146,16967,9164,7803
19147,17079,9310,7769
19148,19610,12905,6705
19149,18950,11569,7381
19150,9551,6978,2573
19151,11899,7839,4060
19152,13142,8319,4823
19153,5437,3011,2426
19154,12426,9649,2777
19301,2632,1962,670
19310,1012,713,299
19311,2781,2215,566
19312,4366,3759,607
19316,102,73,29
19317,3608,2945,663
19319,87,87,0
19320,20232,14545,5687
19330,1920,1653,267
19333,2778,1777,1001
19335,18026,14565,3461
19341,6859,4182,2677
19342,7284,5169,2115
19343,2678,2270,408
19344,4226,3199,1027
19345,0,0,0
19348,8525,6045,2480
19350,4127,3748,379
19352,2828,2534,294
19355,9805,7411,2394
19358,260,69,191
19362,2082,1712,370
19363,5619,4125,1494
19365,2595,1896,699
19367,0,0,0
19372,608,375,233
19373,947,840,107
19374,368,186,182
19375,8,0,8
19380,20464,14611,5853
19382,20120,14271,5849
19383,0,0,0
19390,4867,3703,1164
19401,16216,7174,9042
19403,18071,13080,4991
19405,2293,1250,1043
19406,10311,6249,4062
19422,7154,5573,1581
19425,5178,4815,363
19426,12366,10950,1416
19428,7834,4376,3458
19435,33,33,0
19436,373,97,276
19437,366,366,0
19438,9520,7223,2297
19440,7389,5272,2117
19442,0,0,0
19444,4370,3232,1138
19446,22069,14123,7946
19453,749,595,154
19454,11421,8814,2607
19456,283,229,54
19457,22,22,0
19460,16309,11977,4332
19462,5971,4508,1463
19464,18186,11875,6311
19465,6692,5237,1455
19468,10059,7259,2800
19472,6,0,6
19473,5810,5052,758
19474,367,332,35
19475,4240,3117,1123
19477,0,0,0
19492,248,21,227
19501,448,247,201
19503,555,380,175
19504,1987,1739,248
19505,1427,1129,298
19506,2766,2423,343
19507,1090,946,144
19508,6006,5162,844
19510,3261,2765,496
19511,33,33,0
19512,7131,5303,1828
19518,5642,4748,894
19519,0,0,0
19520,2337,1941,396
19522,5420,4819,601
19523,146,146,0
19525,5644,5070,574
19526,4617,3483,1134
19529,1320,1127,193
19530,4816,3027,1789
19533,2370,1920,450
19534,729,576,153
19535,5,5,0
19536,249,165,84
19538,15,15,0
19539,1875,1529,346
19540,4409,3723,686
19541,1726,1481,245
19542,0,0,0
19543,2203,1797,406
19544,54,49,5
19545,286,164,122
19547,1739,1431,308
19549,121,77,44
19550,124,85,39
19551,1872,1529,343
19554,173,121,52
19555,1388,1074,314
19559,142,88,54
19560,3293,2661,632
19562,1147,580,567
19564,70,24,46
19565,3436,2665,771
19567,2000,1517,483
19601,11283,3965,7318
19602,6271,2104,4167
19604,8196,3886,4310
19605,7406,6344,1062
19606,13396,10625,2771
19607,9661,6146,3515
19608,8120,6588,1532
19609,4031,3382,649
19610,6236,4471,1765
19611,3852,1920,1932
19701,14089,10970,3119
19702,19444,11976,7468
19703,5852,3100,2752
19706,689,483,206
19707,5955,5183,772
19709,13369,11722,1647
19710,0,0,0
19711,19401,12362,7039
19713,11829,7402,4427
19716,0,0,0
19717,0,0,0
19720,21551,14830,6721
19730,297,269,28
19731,67,60,7
19732,28,28,0
19733,89,89,0
19734,4091,3814,277
19735,17,0,17
19736,26,0,26
19801,6124,1570,4554
19802,10465,5297,5168
19803,8520,7296,1224
19804,6947,4832,2115
19805,14841,7956,6885
19806,5156,2681,2475
19807,2981,2210,771
19808,15374,11911,3463
19809,6031,3834,2197
19810,9819,8056,1763
19901,13988,7594,6394
19902,0,0,0
19904,12938,8593,4345
19930,1288,1256,32
19931,114,97,17
19933,3744,2924,820
19934,5218,4188,1030
19936,122,53,69
19938,3102,2571,531
19939,2703,2479,224
19940,2077,1593,484
19941,957,645,312
19943,4676,3852,824
19944,332,304,28
19945,2583,2044,539
19946,1974,1411,563
19947,6695,4523,2172
19950,2533,2060,473
19951,791,702,89
19952,3952,2751,1201
19953,1692,1449,243
19954,548,461,87
19955,11,9,2
19956,5675,4094,1581
19958,11569,9779,1790
19960,2528,2100,428
19962,4042,3230,812
19963,8178,5498,2680
19964,369,295,74
19966,11784,9538,2246
19967,607,498,109
19968,4782,3924,858
19970,3809,3108,701
19971,6761,5752,1009
19973,9527,7041,2486
19975,4176,3243,933
19977,8575,6465,2110
19979,293,253,40
20001,19292,6858,12434
20002,27479,10818,16661
20003,12829,5970,6859
20004,1295,515,780
20005,8137,1831,6306
20006,563,37,526
20007,11888,6411,5477
20008,15767,6192,9575
20009,27380,10149,17231
20010,12621,4537,8084
20011,24166,12797,11369
20012,6078,3706,2372
20015,6473,4437,2036
20016,13477,9369,4108
20017,7724,4464,3260
20018,7938,4683,3255
20019,23813,8155,15658
20020,21143,6617,14526
20024,7811,3038,4773
20032,14766,3110,11656
20036,4058,1448,2610
20037,6320,2413,3907
20045,0,0,0
20052,0,0,0
20053,0,0,0
20057,0,0,0
20064,0,0,0
20105,6521,5796,725
20106,2028,1809,219
20109,13206,5718,7488
20110,14400,9761,4639
20111,10210,7086,3124
20112,8072,7642,430
20115,2385,1640,745
20117,1136,724,412
20118,2,0,2
20119,1513,1184,329
20120,13574,10027,3547
20121,9759,6075,3684
20124,5061,4638,423
20129,242,218,24
20130,123,103,20
20132,5702,4944,758
20135,1320,1086,234
20136,8597,7755,842
20137,497,463,34
20139,96,48,48
20141,2181,2017,164
20143,341,293,48
20144,376,312,64
20147,22097,15618,6479
20148,14880,11928,2952
20151,6839,5662,1177
20152,10571,9225,1346
20155,11144,9462,1682
20158,1444,1335,109
20164,12431,9070,3361
20165,11285,9111,2174
20166,3942,2265,1677
20169,7655,6975,680
20170,13387,8998,4389
20171,17014,10294,6720
20175,11581,9082,2499
20176,17258,12724,4534
20180,2474,2161,313
20181,2756,2525,231
20184,310,182,128
20186,5648,3917,1731
20187,5820,5164,656
20190,8658,4130,4528
20191,11581,8012,3569
20194,5412,3787,1625
20197,680,654,26
20198,967,739,228
20202,0,0,0
20204,0,0,0
20228,0,0,0
20230,0,0,0
20240,0,0,0
20245,0,0,0
20260,0,0,0
20307,0,0,0
20317,304,16,288
20319,0,0,0
20373,0,0,0
20390,0,0,0
20405,0,0,0
20418,0,0,0
20427,0,0,0
20506,0,0,0
20510,0,0,0
20520,0,0,0
20535,0,0,0
20540,0,0,0
20551,0,0,0
20553,0,0,0
20560,0,0,0
20565,0,0,0
20566,0,0,0
20593,0,0,0
20601,8980,6923,2057
20602,10073,6219,3854
20603,10944,8219,2725
20606,181,163,18
20607,3847,3503,344
20608,284,233,51
20609,436,327,109
20611,484,382,102
20612,187,187,0
20613,4643,4186,457
20615,150,150,0
20616,2265,1861,404
20617,268,268,0
20618,215,142,73
20619,5213,3101,2112
20620,546,456,90
20621,403,333,70
20622,1621,1405,216
20623,850,840,10
20624,506,397,109
20625,253,243,10
20626,182,158,24
20628,116,98,18
20629,126,76,50
20630,114,94,20
20632,117,87,30
20634,2686,1719,967
20636,3949,3382,567
20637,1885,1661,224
20639,4706,4362,344
20640,3634,2765,869
20645,350,304,46
20646,7281,5937,1344
20650,5208,3964,1244
20653,9441,5092,4349
20657,6911,5804,1107
20658,328,238,90
20659,7926,6924,1002
20660,26,0,26
20662,1139,1042,97
20664,1277,895,382
20667,236,184,52
20670,363,0,363
20674,335,231,104
20675,818,760,58
20676,1353,1101,252
20677,832,748,84
20678,4353,3329,1024
20680,262,154,108
20684,548,418,130
20685,2283,2003,280
20686,17,17,0
20687,210,170,40
20688,843,442,401
20689,674,668,6
20690,312,234,78
20692,447,391,56
20693,346,286,60
20695,2855,2327,528
20701,0,0,0
20705,8935,5560,3375
20706,12830,8180,4650
20707,12109,7148,4961
20708,9684,3510,6174
20710,3630,895,2735
20711,2436,2195,241
20712,3845,892,2953
20714,2032,1329,703
20715,8884,8015,869
20716,8602,6146,2456
20720,7676,6992,684
20721,9612,8560,1052
20722,1763,1233,530
20723,11604,8079,3525
20724,6613,4532,2081
20732,3482,2638,844
20733,1010,918,92
20735,12366,11014,1352
20736,3106,2889,217
20737,5954,2932,3022
20740,9517,4332,5185
20742,0,0,0
20743,14284,9433,4851
20744,18662,14583,4079
20745,10576,4400,6176
20746,11211,4337,6874
20747,15228,7857,7371
20748,14596,7886,6710
20751,856,753,103
20754,2460,2209,251
20755,2715,41,2674
20758,188,166,22
20759,1625,1467,158
20762,795,0,795
20763,817,366,451
20764,1558,1335,223
20765,185,99,86
20769,2120,1989,131
20770,9681,4517,5164
20772,16073,13345,2728
20774,17846,14182,3664
20776,1180,1026,154
20777,1160,1160,0
20778,735,648,87
20779,414,395,19
20781,3770,2103,1667
20782,10996,4771,6225
20783,12148,5274,6874
20784,9583,5756,3827
20785,13999,6687,7312
20794,3716,2851,865
20812,99,91,8
20814,13060,7019,6041
20815,12960,8107,4853
20816,6090,5022,1068
20817,13281,11209,2072
20818,829,751,78
20832,8723,7694,1029
20833,2473,2329,144
20837,1966,1610,356
20838,94,87,7
20839,24,24,0
20841,2804,2604,200
20842,690,585,105
20850,19753,11250,8503
