ZipCode,OccupiedUnits,OwnerOccupiedUnits,RenterOccupiedUnits
20851,4933,2850,2083
20852,20577,9292,11285
20853,9802,8322,1480
20854,16594,15255,1339
20855,5042,4265,777
20860,867,623,244
20861,568,568,0
20862,117,117,0
20866,4945,3610,1335
20868,239,223,16
20871,6199,5317,882
20872,4255,3632,623
20874,21816,13846,7970
20876,9068,6112,2956
20877,12950,5495,7455
20878,22635,15902,6733
20879,8331,5572,2759
20880,205,185,20
20882,4371,4105,266
20886,11792,8041,3751
20895,7027,5715,1312
20896,327,306,21
20899,183,11,172
20901,12214,8548,3666
20902,16605,10565,6040
20903,7409,2877,4532
20904,20543,11176,9367
20905,5808,5230,578
20906,25137,16459,8678
20910,20180,6499,13681
20912,9382,3918,5464
21001,9614,6055,3559
21005,760,0,760
21009,11485,9226,2259
21010,129,0,129
21012,7724,6703,1021
21013,1682,1648,34
21014,14012,10842,3170
21015,10245,8878,1367
21017,2678,1802,876
21028,1143,1019,124
21029,3309,3066,243
21030,10129,4593,5536
21031,0,0,0
21032,3121,2671,450
21034,1325,1145,180
21035,2709,2581,128
21036,708,648,60
21037,8103,6868,1235
21040,8420,6260,2160
21042,13917,12199,1718
21043,16876,11461,5415
21044,17952,10677,7275
21045,15008,10709,4299
21046,6224,4009,2215
21047,4288,3974,314
21048,3621,3366,255
21050,6568,5820,748
21051,119,119,0
21052,87,80,7
21053,1085,975,110
21054,4227,3525,702
21056,83,83,0
21057,1651,1413,238
21060,13085,9548,3537
21061,20966,11633,9333
21071,213,194,19
21074,5513,4636,877
21075,11695,7851,3844
21076,6961,4749,2212
21077,147,147,0
21078,7499,5238,2261
21082,233,206,27
21084,2574,2346,228
21085,6238,4983,1255
21087,1913,1835,78
21090,3742,3177,565
21093,15333,12312,3021
21102,3976,3458,518
21104,1794,1713,81
21105,0,0,0
21108,6484,5238,1246
21111,1734,1586,148
21113,13411,8918,4493
21114,9763,7591,2172
21117,22819,12172,10647
21120,2534,2260,274
21122,21639,18538,3101
21128,5083,4229,854
21130,115,22,93
21131,2605,2404,201
21132,949,890,59
21133,11334,7734,3600
21136,12877,9304,3573
21140,1268,1178,90
21144,11691,9096,2595
21146,9609,8788,821
21152,2212,1675,537
21153,127,95,32
21154,2019,1819,200
21155,982,769,213
21156,143,137,6
21157,13854,10001,3853
21158,7496,6064,1432
21160,1008,799,209
21161,1891,1747,144
21162,1372,1297,75
21163,2521,2229,292
21201,9269,1106,8163
21202,8611,1845,6766
21204,7689,3824,3865
21205,5217,1826,3391
21206,19309,11203,8106
21207,18423,11348,7075
21208,15132,10222,4910
21209,11525,7003,4522
21210,5175,3181,1994
21211,7561,4084,3477
21212,12477,8540,3937
21213,11238,5807,5431
21214,7771,5852,1919
21215,22032,10860,11172
21216,10831,5303,5528
21217,13652,4450,9202
21218,18443,8810,9633
21219,3486,2721,765
21220,15128,9517,5611
21221,16155,9111,7044
21222,20581,13161,7420
21223,8401,2836,5565
21224,19380,11288,8092
21225,11996,5933,6063
21226,2312,1834,478
21227,12097,7663,4434
21228,18433,13698,4735
21229,17934,9504,8430
21230,14928,7810,7118
21231,7471,2945,4526
21234,28647,17500,11147
21236,15153,10281,4872
21237,11244,7184,4060
21239,11843,6305,5538
21240,0,0,0
21244,13196,6499,6697
21250,0,0,0
21251,0,0,0
21252,0,0,0
21286,8054,5019,3035
21401,16066,9922,6144
21402,267,22,245
21403,12988,8088,4900
21405,183,183,0
21409,7571,6683,888
21502,16146,10716,5430
21520,885,706,179
21521,572,417,155
21522,62,46,16
21523,95,86,9
21524,291,226,65
21529,191,166,25
21530,816,723,93
21531,830,653,177
21532,5522,3509,2013
21536,1542,1207,335
21538,189,149,40
21539,1059,768,291
21540,44,29,15
21541,652,464,188
21542,267,154,113
21543,76,67,9
21545,787,673,114
21550,5867,4502,1365
21555,636,522,114
21557,692,604,88
21561,1121,941,180
21562,1315,982,333
21601,10447,6700,3747
21607,222,163,59
21610,158,122,36
21612,178,178,0
21613,7350,4060,3290
21617,3628,3058,570
21619,2586,1856,730
21620,5052,3296,1756
21622,391,286,105
21623,609,487,122
21624,79,59,20
21625,1015,852,163
21626,57,48,9
21627,11,11,0
21628,224,159,65
21629,3605,2754,851
21631,1020,863,157
21632,2295,1436,859
21634,114,114,0
21635,812,670,142
21636,444,355,89
21638,1946,1547,399
21639,1611,1042,569
21640,537,491,46
21641,40,21,19
21643,2263,1780,483
21644,25,25,0
21645,476,429,47
21647,108,75,33
21648,114,96,18
21649,567,439,128
21650,108,88,20
21651,1120,839,281
21652,77,57,20
21653,47,47,0
21654,546,383,163
21655,1934,1556,378
21657,301,286,15
21658,1433,1243,190
21659,515,461,54
21660,1462,1021,441
21661,1123,774,349
21662,231,204,27
21663,1635,1314,321
21664,184,138,46
21665,113,113,0
21666,4598,3893,705
21667,120,110,10
21668,668,527,141
21669,94,84,10
21671,380,316,64
21672,83,76,7
21673,1431,1006,425
21675,55,55,0
21676,204,159,45
21677,150,139,11
21678,726,640,86
21679,136,125,11
21701,15664,10346,5318
21702,15705,9892,5813
21703,13237,8531,4706
21704,5236,4330,906
21705,0,0,0
21710,1921,1430,491
21711,389,308,81
21713,3797,3064,733
21714,55,24,31
21716,1953,1416,537
21717,25,11,14
21718,63,46,17
21719,431,347,84
21722,2021,1522,499
21723,321,305,16
21727,1810,1326,484
21733,364,364,0
21734,360,186,174
21737,669,669,0
21738,1117,1067,50
21740,22847,12456,10391
21742,13235,8678,4557
21746,0,0,0
21750,1494,1070,424
21754,2273,2077,196
21755,2020,1884,136
21756,1328,1220,108
21757,1192,905,287
21758,1917,1612,305
21762,65,54,11
21766,253,211,42
21767,432,236,196
21769,3979,3511,468
21770,1858,1761,97
21771,9917,9119,798
21773,1978,1851,127
21774,4509,4161,348
21776,1978,1469,509
21777,635,588,47
21778,406,322,84
21779,358,358,0
21780,534,428,106
21781,14,14,0
21782,1538,1368,170
21783,3256,2778,478
21784,13607,11913,1694
21787,3856,3139,717
21788,4680,3536,1144
21790,42,35,7
21791,2037,1580,457
21793,3633,2939,694
21794,828,820,8
21795,3791,2365,1426
21797,2866,2569,297
21798,750,609,141
21801,10787,6026,4761
21802,0,0,0
21804,15055,7549,7506
21810,261,261,0
21811,9979,7924,2055
21813,955,904,51
21814,181,100,81
21817,2009,1247,762
21821,436,406,30
21822,776,580,196
21824,51,47,4
21826,1898,1205,693
21829,189,153,36
21830,1310,1093,217
21835,142,119,23
21837,1149,900,249
21838,746,645,101
21840,135,96,39
21841,442,315,127
21842,5189,3807,1382
21849,1323,1076,247
21850,1102,876,226
21851,2785,1714,1071
21853,3716,1963,1753
21856,322,244,78
21861,304,234,70
21862,12,12,0
21863,1748,1286,462
21864,244,191,53
21865,175,142,33
21866,27,27,0
21867,10,10,0
21869,430,357,73
21871,753,628,125
21872,224,138,86
21874,790,591,199
21875,2609,1707,902
21890,0,0,0
21901,6452,4732,1720
21902,0,0,0
21903,2292,1426,866
21904,2339,2005,334
21911,3875,2937,938
21912,397,279,118
21913,363,202,161
21914,304,174,130
21915,1130,789,341
21916,0,0,0
21917,860,740,120
21918,1348,1231,117
21919,1115,1023,92
21920,136,115,21
21921,16236,11205,5031
21930,83,16,67
22003,18984,12765,6219
22015,14664,12130,2534
22025,6226,5198,1028
22026,4723,2950,1773
22027,609,538,71
22030,19357,11753,7604
22031,12760,6332,6428
22032,9851,8381,1470
22033,15096,9555,5541
22035,0,0,0
22039,5858,5587,271
22041,10798,4632,6166
22042,12420,7451,4969
22043,9012,5279,3733
22044,5320,2661,2659
22046,6586,4713,1873
22060,2702,343,2359
22066,5796,5572,224
22079,11375,8157,3218
22101,10477,8794,1683
22102,10589,5318,5271
22124,6662,5660,1002
22125,396,275,121
22134,1294,54,1240
22150,9062,5419,3643
22151,5498,4605,893
22152,10362,8409,1953
22153,10183,8924,1259
22172,3380,1646,1734
22180,8340,6310,2030
22181,5206,4420,786
22182,9069,7178,1891
22185,0,0,0
22191,22366,13923,8443
22192,19808,14651,5157
22193,23469,18379,5090
22201,19063,6293,12770
22202,13719,3291,10428
22203,11932,4075,7857
22204,22396,8715,13681
22205,6711,5398,1313
22206,10288,4682,5606
22207,11865,9605,2260
22209,7548,2595,4953
22211,58,0,58
22213,1371,988,383
22214,0,0,0
22301,5827,3736,2091
22302,8067,4311,3756
22303,6902,3026,3876
22304,21304,8662,12642
22305,6825,2617,4208
22306,11813,5619,6194
22307,4504,3513,991
22308,4458,4040,418
22309,11526,7358,4168
22310,11437,8762,2675
22311,7907,1383,6524
22312,11507,5821,5686
22314,17629,8473,9156
22315,10686,7957,2729
22401,10582,3829,6753
22405,10388,8131,2257
22406,8990,6625,2365
22407,19616,14654,4962
22408,9997,7402,2595
22427,1245,810,435
22432,83,83,0
22433,116,94,22
22435,981,818,163
22436,233,164,69
22437,380,281,99
22438,152,114,38
22443,3669,2719,950
22448,177,0,177
22454,605,468,137
22460,679,557,122
22469,661,504,157
22473,2463,1993,470
22476,159,144,15
22480,362,218,144
22482,1495,1053,442
22485,8938,7026,1912
22488,422,368,54
22503,1758,1435,323
22504,145,133,12
22508,5420,5051,369
22509,13,13,0
22511,529,478,51
22514,945,753,192
22520,2614,1966,648
22529,102,68,34
22530,25,17,8
22534,974,812,162
22535,203,158,45
22538,42,42,0
22539,1108,1055,53
22542,752,665,87
22546,6157,5270,887
22548,100,66,34
22551,6417,5655,762
22553,4786,3732,1054
22554,17584,13173,4411
22556,9366,7360,2006
22560,2714,1752,962
22567,1165,978,187
22572,2410,1589,821
22576,890,720,170
22578,1183,921,262
22579,33,33,0
22580,2053,1575,478
22601,11032,5282,5750
22602,10699,8193,2506
22603,5683,4279,1404
22610,737,666,71
22611,3323,2360,963
22620,973,742,231
22623,293,250,43
22624,1055,838,217
22625,1302,1127,175
22627,320,224,96
22630,11724,8652,3072
22637,898,782,116
22639,229,144,85
22640,229,165,64
22641,167,167,0
22642,1765,1632,133
22643,103,103,0
22644,920,725,195
22645,1605,1272,333
22646,89,89,0
22650,313,250,63
22652,589,517,72
22654,462,430,32
22655,7506,5649,1857
22656,1183,1074,109
22657,4253,2969,1284
22660,788,540,248
22663,637,507,130
22664,3591,2239,1352
22701,12072,8271,3801
22709,445,307,138
22711,11,11,0
22712,2953,2291,662
22713,526,420,106
22714,296,271,25
22715,445,315,130
22716,317,260,57
22718,243,212,31
22719,108,85,23
22720,257,245,12
22722,99,99,0
22723,65,65,0
22724,763,675,88
22726,286,209,77
22727,2340,1591,749
22728,1158,932,226
22729,70,70,0
22730,60,33,27
22731,7,7,0
22732,47,47,0
22733,358,294,64
22734,1057,711,346
22735,868,790,78
22736,247,247,0
22737,1003,752,251
22738,518,400,118
22740,507,317,190
22741,44,33,11
22742,625,562,63
22743,117,108,9
22747,437,329,108
22749,95,63,32
22801,13233,6398,6835
22802,11224,5546,5678
22807,0,0,0
22810,309,263,46
22811,244,216,28
22812,3415,2289,1126
22815,3659,2588,1071
22820,107,98,9
22821,1923,1594,329
22824,2519,1938,581
22827,4196,3141,1055
22830,697,538,159
22831,350,298,52
22832,456,362,94
22834,402,387,15
22835,4513,3122,1391
22840,1727,1318,409
22841,1168,885,283
22842,2023,1425,598
22843,936,795,141
22844,2045,1278,767
22845,9,9,0
22846,899,732,167
22847,386,341,45
22849,2050,1581,469
22850,349,290,59
22851,2358,1507,851
22853,1689,1047,642
22901,14905,7924,6981
22902,10358,5127,5231
22903,14645,6299,8346
22904,59,0,59
22911,7248,4456,2792
22920,1578,1248,330
22922,788,667,121
22923,2176,1558,618
22931,154,97,57
22932,3244,2459,785
22935,350,284,66
22936,1920,1774,146
22937,754,668,86
22938,556,382,174
22939,2184,1500,684
22940,496,421,75
22942,3530,2745,785
22943,113,81,32
22946,71,71,0
22947,1632,1325,307
22948,68,68,0
22949,592,330,262
22952,822,613,209
22958,1150,991,159
22959,642,546,96
22960,3780,2201,1579
22963,6394,5551,843
22964,113,80,33
22967,769,547,222
22968,3925,3303,622
22969,508,339,169
22971,688,494,194
22972,148,106,42
22973,2336,1810,526
22974,1577,1351,226
22976,241,137,104
22980,13277,8899,4378
22989,15,0,15
23002,3875,3235,640
23004,395,329,66
23005,6228,4252,1976
23009,2293,2093,200
23011,353,324,29
23015,1474,1280,194
23021,100,100,0
23022,512,360,152
23023,186,155,31
23024,3241,2834,407
23025,121,90,31
23027,511,367,144
23030,1943,1553,390
23032,117,71,46
23035,497,431,66
23038,686,498,188
23039,423,403,20
23040,1702,1333,369
23043,839,633,206
23045,73,73,0
23047,722,587,135
23050,356,356,0
23055,315,192,123
23056,175,175,0
23059,12489,9363,3126
23060,13814,10475,3339
23061,8319,6688,1631
23062,1167,684,483
23063,1597,1299,298
23064,111,74,37
23065,723,634,89
23066,82,82,0
23068,103,103,0
23069,1068,938,130
23070,188,170,18
23071,713,648,65
23072,4648,3516,1132
23075,3775,1962,1813
23076,308,249,59
23079,107,85,22
23083,799,650,149
23084,554,463,91
23085,251,235,16
23086,1306,1171,135
23089,2046,1737,309
23091,55,45,10
23092,284,245,39
23093,5055,3783,1272
23102,1139,1002,137
23103,2146,1936,210
23106,436,375,61
23108,78,78,0
23109,1027,815,212
23110,259,172,87
23111,14317,11400,2917
23112,19554,15210,4344
23113,9488,7784,1704
23114,6967,5551,1416
23115,55,55,0
23116,10510,9197,1313
23117,3874,3150,724
23119,185,185,0
23120,3032,2901,131
23123,789,595,194
23124,1677,1458,219
23125,134,134,0
23126,100,83,17
23128,372,257,115
23129,238,211,27
23130,130,110,20
23138,257,237,20
23139,9304,8242,1062
23140,2386,2125,261
23141,2517,2147,370
23146,1208,1027,181
23148,787,678,109
23149,1117,749,368
23150,5115,3701,1414
23153,499,402,97
23156,670,581,89
23160,0,0,0
23161,76,67,9
23163,42,31,11
23168,2701,2265,436
23169,456,397,59
23173,0,0,0
23175,873,616,257
23176,171,171,0
23177,210,149,61
23180,222,192,30
23181,2134,1599,535
23185,17433,12199,5234
23187,0,0,0
23188,17211,12158,5053
23192,2563,2326,237
23219,2698,241,2457
23220,13128,4260,8868
23221,7382,3797,3585
23222,9703,4974,4729
23223,21211,8963,12248
23224,14055,4910,9145
23225,17988,7886,10102
23226,6979,5313,1666
23227,11721,6300,5421
23228,14866,7285,7581
23229,12904,8925,3979
23230,3103,1504,1599
23231,13728,9343,4385
23233,12231,7917,4314
23234,15824,8794,7030
23235,13047,9301,3746
23236,9792,8508,1284
23237,8237,5529,2708
23238,10818,6822,3996
23250,0,0,0
23294,7614,2666,4948
23301,495,292,203
23302,90,41,49
23303,441,341,100
23304,20,20,0
23306,369,250,119
23307,226,75,151
23308,761,565,196
23310,1913,1277,636
23313,69,15,54
23314,3268,2116,1152
23315,556,523,33
23316,176,99,77
23320,22738,14097,8641
23321,12683,9632,3051
23322,20524,17664,2860
23323,13302,10327,2975
23324,8695,4199,4496
23325,6316,4192,2124
23336,1523,1165,358
23337,298,167,131
23347,293,119,174
23350,1517,998,519
23354,85,85,0
23356,556,443,113
23357,337,228,109
23358,43,22,21
23359,411,278,133
23389,68,68,0
23395,190,190,0
23398,20,14,6
23401,106,89,17
23405,411,396,15
23407,232,126,106
23408,53,21,32
23409,63,45,18
23410,687,510,177
23413,372,256,116
23414,88,28,60
23415,548,330,218
23416,155,101,54
23417,1631,1242,389
23418,435,264,171
23420,1048,567,481
23421,1451,698,753
23422,85,32,53
23423,155,126,29
23426,40,28,12
23427,96,82,14
23430,6914,5349,1565
23432,615,566,49
23433,529,453,76
23434,18378,11521,6857
23435,10972,8123,2849
23436,396,374,22
23437,1676,1456,220
23438,632,508,124
23440,215,200,15
23441,59,32,27
23442,372,288,84
23451,19992,10047,9945
23452,22509,13840,8669
23453,12403,8567,3836
23454,22512,14701,7811
23455,19759,11756,8003
23456,17694,15541,2153
23457,1629,1331,298
23459,274,0,274
23460,0,0,0
23461,0,0,0
23462,25266,13716,11550
23464,27224,18959,8265
23480,190,163,27
23486,16,16,0
23487,2225,1688,537
23488,163,92,71
23502,7941,4255,3686
23503,13610,5553,8057
23504,7658,2514,5144
23505,11763,3891,7872
23507,3350,1332,2018
23508,6254,2919,3335
23509,5146,2975,2171
23510,3779,839,2940
23511,197,0,197
23513,11547,5666,5881
23517,2354,546,1808
23518,12002,6585,5417
23523,2554,954,1600
23551,0,0,0
23601,10519,5501,5018
23602,16192,8995,7197
23603,1295,589,706
23604,785,19,766
23605,5830,2531,3299
23606,11237,5152,6085
23607,8689,3239,5450
23608,16004,8397,7607
23651,206,0,206
23661,5378,3532,1846
23662,4590,3824,766
23663,5105,2877,2228
23664,4004,2650,1354
23665,1358,26,1332
23666,21788,11062,10726
23669,15699,9586,6113
23690,1309,817,492
23691,30,5,25
23692,7303,5883,1420
23693,8892,6355,2537
23696,1452,1197,255
23701,9091,6122,2969
23702,4205,1628,2577
23703,9741,6508,3233
23704,7491,2779,4712
23707,5938,2773,3165
23708,5,0,5
23709,0,0,0
23801,1352,31,1321
23803,15162,7680,7482
23805,7467,4404,3063
23806,0,0,0
23821,714,592,122
23824,2385,1482,903
23827,646,420,226
23828,107,85,22
23829,382,340,42
23830,432,393,39
23831,13652,9580,4072
23832,11913,10284,1629
23833,852,691,161
23834,9812,6615,3197
23836,4944,3581,1363
23837,1772,1263,509
23838,5803,5525,278
23839,298,242,56
23840,864,809,55
23841,1382,1153,229
23842,2395,1969,426
23843,286,195,91
23844,260,130,130
23845,226,162,64
23846,446,361,85
23847,5113,2998,2115
23850,467,441,26
23851,5507,3209,2298
23856,417,290,127
23857,249,147,102
23860,10898,5983,4915
23866,870,625,245
23867,967,662,305
23868,2065,1347,718
23872,1110,818,292
23874,389,291,98
23875,4184,2721,1463
23876,122,115,7
23878,419,316,103
23879,267,220,47
23881,893,611,282
23882,843,693,150
23883,822,712,110
23884,9,9,0
23885,973,794,179
23887,169,111,58
23888,1037,569,468
23889,271,238,33
23890,1617,1075,542
23891,0,0,0
23893,123,123,0
23894,148,92,56
23897,221,185,36
23898,828,764,64
23899,146,118,28
23901,5734,3533,2201
23909,0,0,0
23915,249,214,35
23917,1133,878,255
23919,1031,861,170
23920,1291,1006,285
23921,711,517,194
23922,1073,608,465
23923,1062,932,130
23924,2224,1608,616
23927,1721,1345,376
23930,2292,1510,782
23934,137,55,82
23936,2397,1781,616
23937,633,374,259
23938,186,162,24
23942,595,508,87
23943,30,30,0
23944,1331,915,416
23947,1455,914,541
23950,1265,824,441
23952,106,98,8
23954,655,514,141
23958,1230,896,334
23959,560,392,168
23960,559,442,117
23962,243,166,77
23963,78,78,0
23964,472,364,108
23966,842,568,274
23967,384,325,59
23968,242,201,41
23970,3104,1679,1425
23974,1643,1077,566
23976,53,14,39
24011,329,31,298
24012,12016,6817,5199
24013,3157,1477,1680
24014,7526,5101,2425
24015,6877,3845,3032
24016,4150,1131,3019
24017,9376,4846,4530
24018,16151,11114,5037
24019,11121,8637,2484
24020,36,0,36
24053,1269,1013,256
24054,2647,2189,458
24055,5370,3941,1429
24058,76,61,15
24059,379,326,53
24060,18185,7549,10636
24064,1887,1638,249
24065,2910,2356,554
24066,2181,1761,420
24067,936,733,203
24069,839,681,158
24070,635,546,89
24072,431,407,24
24073,12765,8453,4312
24076,481,317,164
24077,344,278,66
24078,3029,1709,1320
24079,757,543,214
24082,252,174,78
24083,1367,1034,333
24084,4405,3280,1125
24085,870,783,87
24086,107,79,28
24087,1532,1243,289
24088,1568,1275,293
24089,1034,839,195
24090,1834,1555,279
24091,3245,2581,664
24092,1178,911,267
24093,60,42,18
24095,1996,1695,301
24101,2612,2286,326
24102,704,624,80
24104,1384,1213,171
24105,140,120,20
24112,12939,8701,4238
24120,650,553,97
24121,4628,3998,630
24122,649,623,26
24124,1938,1476,462
24127,1767,1226,541
24128,891,789,102
24130,9,9,0
24131,26,0,26
24132,249,60,189
24133,980,822,158
24134,2049,1597,452
24136,1377,1124,253
24137,1280,1090,190
24138,737,621,116
24139,234,234,0
24141,8781,5420,3361
24142,0,0,0
24147,489,263,226
24148,3244,2560,684
24149,1343,1184,159
24150,364,289,75
24151,8207,5671,2536
24153,14628,10608,4020
24161,204,109,95
24162,887,524,363
24165,590,395,195
24167,121,87,34
24168,146,97,49
24171,3644,2705,939
24174,1155,1041,114
24175,3127,2789,338
24176,601,591,10
24179,7670,5425,2245
24184,1765,1651,114
24185,246,230,16
24201,7132,4172,2960
24202,4757,3947,810
24210,7301,4696,2605
24211,4080,3429,651
24216,1122,753,369
24217,146,108,38
24219,4184,2762,1422
24220,286,270,16
24221,229,211,18
24224,2533,1876,657
24225,677,566,111
24226,552,467,85
24228,2520,1985,535
24230,3337,2084,1253
24236,1276,880,396
24237,409,287,122
24239,77,77,0
24243,674,535,139
24244,2172,1623,549
24245,343,228,115
24246,270,131,139
24248,964,794,170
24250,593,519,74
24251,3344,2612,732
24256,1439,912,527
24258,721,577,144
24260,2118,1676,442
24263,2436,1536,900
24265,315,230,85
24266,3588,2574,1014
24269,111,79,32
24270,291,202,89
24271,1038,842,196
24272,284,180,104
24273,2740,1545,1195
24277,2296,1470,826
24279,1875,1399,476
24280,352,310,42
24281,1042,772,270
24282,305,223,82
24283,1003,744,259
24290,784,509,275
24292,202,182,20
24293,3667,2483,1184
24301,6105,4109,1996
24311,772,545,227
24312,777,552,225
24313,310,269,41
24314,667,521,146
24315,1216,954,262
24316,0,0,0
24317,1565,1351,214
24318,273,253,20
24319,2859,2124,735
24322,61,39,22
24323,354,267,87
24324,637,585,52
24325,377,254,123
24326,561,501,60
24328,846,757,89
24330,1234,925,309
24333,7183,5286,1897
24340,2185,1679,506
24343,3827,2812,1015
24347,743,523,220
24348,1705,1225,480
24350,565,468,97
24351,256,150,106
24352,464,389,75
24354,5985,3987,1998
24360,2287,1915,372
24361,2083,1750,333
24363,638,541,97
24366,275,253,22
24368,2164,1657,507
24370,2727,2075,652
24374,308,251,57
24375,685,496,189
24377,160,144,16
24378,526,481,45
24380,1115,970,145
24381,1654,1239,415
24382,5938,4252,1686
24401,15201,9583,5618
24411,36,36,0
24412,11,11,0
24413,85,80,5
24415,16,16,0
24416,3452,2516,936
24421,1699,1509,190
24422,2560,1758,802
24426,5961,4691,1270
24430,660,441,219
24431,1017,890,127
24432,128,83,45
24433,34,23,11
24435,853,720,133
24437,328,260,68
24439,464,376,88
24440,1171,886,285
24441,2604,2029,575
24442,46,35,11
24445,1310,941,369
24448,113,95,18
24450,5709,3898,1811
24457,126,93,33
24458,209,178,31
24459,237,237,0
24460,613,477,136
24464,67,46,21
24465,717,572,145
24467,844,787,57
24471,702,547,155
24472,839,520,319
24473,462,366,96
24474,181,162,19
24476,88,88,0
24477,4451,3263,1188
24479,661,575,86
24482,2002,1580,422
24483,266,210,56
24484,250,234,16
24485,132,132,0
24486,1342,929,413
24487,141,106,35
24501,10179,4795,5384
24502,16121,8690,7431
24503,7731,5582,2149
24504,3882,2076,1806
24517,2159,1461,698
24520,1034,876,158
24521,3853,3200,653
24522,3744,2810,934
24523,8137,5862,2275
24526,577,544,33
24527,1328,1095,233
24528,1297,868,429
24529,765,577,188
24530,543,407,136
24531,3349,2448,901
24534,570,443,127
24536,76,76,0
24538,2023,1791,232
24539,78,53,25
24540,13734,8135,5599
24541,12195,7074,5121
24549,1595,1144,451
24550,3187,2647,540
24551,9353,7633,1720
24553,632,479,153
24554,1593,1316,277
24555,882,622,260
24556,1176,995,181
24557,3510,2706,804
24558,2664,2023,641
24562,187,153,34
24563,2454,1766,688
24565,409,322,87
24566,521,439,82
24569,398,349,49
24570,6,0,6
24571,835,725,110
24572,6456,4721,1735
24574,1481,1256,225
24577,1939,1556,383
24578,396,318,78
24579,498,445,53
24580,222,163,59
24581,44,44,0
24586,2303,1715,588
24588,3780,2955,825
24589,1037,863,174
24590,2913,2033,880
24592,5337,3566,1771
24593,745,592,153
24594,653,448,205
24595,46,26,20
24597,427,360,67
24598,646,506,140
24599,349,298,51
24601,14,14,0
24602,299,270,29
24603,355,333,22
24604,132,94,38
24605,3695,2792,903
24606,66,58,8
24607,140,124,16
24609,2922,2279,643
24612,105,76,29
24613,292,243,49
24614,3061,2297,764
24620,1095,993,102
24622,425,316,109
24628,105,81,24
24630,2703,2166,537
24631,835,509,326
24634,215,183,32
24635,237,150,87
24637,1489,1243,246
24639,1265,967,298
24641,2448,1603,845
24646,319,263,56
24649,1142,874,268
24651,2126,1593,533
24656,1163,955,208
24657,133,96,37
24701,8279,5577,2702
24712,638,488,150
24714,134,128,6
24715,191,176,15
24716,185,185,0
24719,13,13,0
24724,40,32,8
24726,251,167,84
24729,87,46,41
24731,106,91,15
24733,287,228,59
24736,211,185,26
24737,50,11,39
24738,104,80,24
24740,12842,9158,3684
24747,1064,791,273
24801,1435,1071,364
24808,236,200,36
24811,251,209,42
24813,96,73,23
24815,280,206,74
24816,80,80,0
24817,325,268,57
24818,370,314,56
24822,303,239,64
24823,170,135,35
24826,48,48,0
24827,511,405,106
24828,337,259,78
24830,76,50,26
24831,67,60,7
24834,162,141,21
24836,215,189,26
24839,729,636,93
24843,33,20,13
24844,635,510,125
24845,101,73,28
24846,23,23,0
24847,102,102,0
24848,68,54,14
24849,86,86,0
24850,265,180,85
24851,225,213,12
24853,168,131,37
24854,85,35,50
24857,375,274,101
24860,131,131,0
24861,60,18,42
24862,287,259,28
24866,89,83,6
24867,177,138,39
24868,523,382,141
24869,217,149,68
24870,1181,960,221
24871,84,63,21
24872,269,269,0
24873,247,162,85
24874,1235,1003,232
24878,228,155,73
24879,280,280,0
24880,84,45,39
24881,169,127,42
24882,101,101,0
24884,110,100,10
24887,10,10,0
24888,39,39,0
24892,575,455,120
24894,138,132,6
24898,31,31,0
24901,4464,2859,1605
24910,1935,1434,501
24915,271,257,14
24916,284,258,26
24918,799,603,196
24920,108,88,20
24924,205,173,32
24925,315,200,115
24927,103,94,9
24931,528,437,91
24934,195,164,31
24935,228,228,0
24938,587,517,70
