ZipCode,OccupiedUnits,OwnerOccupiedUnits,RenterOccupiedUnits
70582,7087,5490,1597
70583,4389,3140,1249
70584,2909,2258,651
70585,101,82,19
70586,7571,4887,2684
70589,1219,937,282
70591,1974,1495,479
70592,8277,7016,1261
70601,14033,6732,7301
70605,14375,10287,4088
70607,11145,6209,4936
70611,7492,6219,1273
70615,4847,3090,1757
70630,770,647,123
70631,203,198,5
70632,187,187,0
70633,2589,2018,571
70634,9304,6882,2422
70637,218,145,73
70638,294,229,65
70639,138,138,0
70640,134,99,35
70643,88,74,14
70644,70,70,0
70645,556,491,65
70646,271,187,84
70647,3490,2600,890
70648,2600,2001,599
70650,88,88,0
70651,68,50,18
70652,846,675,171
70653,1302,1036,266
70654,72,72,0
70655,1052,780,272
70656,1404,1156,248
70657,1762,1652,110
70658,305,258,47
70659,523,266,257
70660,597,535,62
70661,824,694,130
70662,115,106,9
70663,10469,7713,2756
70665,3942,3329,613
70668,2509,1917,592
70669,3728,2826,902
70706,7622,6506,1116
70710,1684,1292,392
70711,1500,1226,274
70712,164,27,137
70714,6883,5056,1827
70715,526,425,101
70719,1618,1201,417
70721,276,82,194
70722,2134,1662,472
70723,438,367,71
70725,598,576,22
70726,20332,15518,4814
70729,359,238,121
70730,1428,1257,171
70732,503,398,105
70733,531,426,105
70734,2562,2072,490
70736,196,175,21
70737,15756,11726,4030
70739,4844,4374,470
70740,651,454,197
70743,77,71,6
70744,2321,1898,423
70747,68,40,28
70748,1559,1251,308
70749,590,439,151
70750,616,421,195
70752,362,239,123
70753,355,231,124
70754,4355,3525,830
70755,766,696,70
70756,130,100,30
70757,1236,983,253
70759,715,583,132
70760,2488,1579,909
70761,285,240,45
70762,425,315,110
70763,1447,1213,234
70764,5843,4373,1470
70767,5997,4214,1783
70769,14849,13175,1674
70770,1252,1156,96
70772,325,284,41
70773,91,47,44
70774,3659,3002,657
70775,3618,2670,948
70776,1206,994,212
70777,1562,1254,308
70778,1322,1133,189
70780,473,436,37
70782,86,73,13
70783,1146,1041,105
70785,7598,6456,1142
70787,40,24,16
70788,1434,940,494
70789,258,209,49
70791,8874,6538,2336
70801,76,7,69
70802,9645,3444,6201
70803,0,0,0
70805,9393,4124,5269
70806,12370,5498,6872
70807,5552,2649,2903
70808,13536,8009,5527
70809,11069,6113,4956
70810,15752,10785,4967
70811,4721,2982,1739
70812,3633,2154,1479
70814,4999,3503,1496
70815,10575,6735,3840
70816,17504,8574,8930
70817,12501,10068,2433
70818,3641,2825,816
70819,1550,1219,331
70820,7223,1678,5545
70836,0,0,0
71001,1816,1108,708
71003,481,396,85
71004,259,207,52
71006,4696,4047,649
71007,311,283,28
71008,365,315,50
71016,853,628,225
71018,619,388,231
71019,3010,2157,853
71021,389,205,184
71023,1380,1106,274
71024,713,550,163
71027,526,375,151
71028,573,411,162
71029,71,65,6
71030,691,543,148
71031,398,239,159
71032,975,790,185
71033,1413,1181,232
71034,142,126,16
71037,7307,5866,1441
71038,1776,1063,713
71039,555,507,48
71040,3120,1937,1183
71043,172,134,38
71044,288,245,43
71045,262,237,25
71046,560,529,31
71047,4243,3650,593
71048,22,22,0
71049,1279,926,353
71051,757,639,118
71052,3591,2187,1404
71055,7775,4892,2883
71060,918,688,230
71061,685,415,270
71063,340,264,76
71064,1364,1112,252
71065,504,347,157
71067,1253,795,458
71068,1583,1257,326
71069,253,219,34
71070,750,661,89
71071,990,792,198
71072,577,508,69
71073,1057,651,406
71075,2693,1787,906
71078,2568,2152,416
71079,74,74,0
71082,1982,1228,754
71101,2786,752,2034
71103,2482,938,1544
71104,6248,2653,3595
71105,9790,5388,4402
71106,13064,8761,4303
71107,12066,7470,4596
71108,6814,3492,3322
71109,7781,3306,4475
71110,977,20,957
71111,17261,9742,7519
71112,13812,8170,5642
71115,6991,3975,3016
71118,9681,5974,3707
71119,4417,3385,1032
71129,5056,2823,2233
71201,8767,4747,4020
71202,8703,4020,4683
71203,13808,7801,6007
71209,0,0,0
71219,540,480,60
71220,8220,5313,2907
71222,1195,870,325
71223,134,107,27
71225,2393,2032,361
71226,757,470,287
71227,1480,1224,256
71229,472,326,146
71232,2619,1733,886
71233,93,44,49
71234,1307,1172,135
71235,1866,1409,457
71237,544,382,162
71238,1126,1053,73
71241,3282,2695,587
71243,84,59,25
71245,1674,533,1141
71247,454,260,194
71250,88,41,47
71251,3136,2038,1098
71253,90,59,31
71254,1850,801,1049
71256,341,250,91
71259,620,518,102
71260,1169,908,261
71261,508,397,111
71263,2956,2202,754
71264,416,384,32
71266,562,471,91
71268,1023,942,81
71269,4302,2603,1699
71270,12167,5693,6474
71272,0,0,0
71275,813,575,238
71276,51,33,18
71277,607,571,36
71279,36,0,36
71280,1505,1039,466
71282,3578,2033,1545
71286,181,156,25
71291,12917,7916,5001
71292,7684,5138,2546
71295,4998,3410,1588
71301,8303,3959,4344
71302,5292,3069,2223
71303,8740,4567,4173
71316,27,27,0
71322,2221,1464,757
71323,338,276,62
71325,416,235,181
71326,411,294,117
71327,1464,1028,436
71328,2433,1927,506
71331,401,340,61
71333,236,150,86
71334,3432,1964,1468
71336,720,488,232
71339,68,68,0
71340,312,228,84
71341,1313,1017,296
71342,2718,1966,752
71343,2883,2321,562
71345,41,0,41
71346,995,636,359
71350,1726,968,758
71351,4224,3112,1112
71353,694,500,194
71354,729,579,150
71355,1219,895,324
71356,274,228,46
71357,685,429,256
71358,371,275,96
71360,12654,8015,4639
71362,734,601,133
71366,668,462,206
71367,424,368,56
71368,558,343,215
71369,1026,585,441
71371,732,554,178
71373,2477,1769,708
71375,472,316,156
71377,62,35,27
71378,916,600,316
71401,78,78,0
71403,1593,1259,334
71404,325,245,80
71405,2079,1417,662
71406,35,35,0
71407,330,262,68
71409,2090,1572,518
71410,38,23,15
71411,1313,610,703
71414,67,11,56
71416,386,188,198
71417,2020,1209,811
71418,2443,1746,697
71419,784,596,188
71422,650,536,114
71423,1536,1098,438
71424,314,232,82
71425,44,36,8
71426,84,50,34
71427,198,160,38
71429,1252,980,272
71430,995,680,315
71432,447,312,135
71433,1536,1175,361
71435,1251,1077,174
71438,717,603,114
71439,723,508,215
71441,260,150,110
71446,8224,5072,3152
71447,528,328,200
71449,3564,2162,1402
71450,451,307,144
71452,53,34,19
71454,782,399,383
71455,40,40,0
71456,553,284,269
71457,10017,4049,5968
71459,3504,51,3453
71461,900,415,485
71462,664,497,167
71463,3217,2165,1052
71465,1081,873,208
71466,206,163,43
71467,1645,1218,427
71468,354,137,217
71469,960,603,357
71472,164,164,0
71473,203,176,27
71474,208,152,56
71479,317,248,69
71480,235,192,43
71483,3689,2424,1265
71485,835,670,165
71486,2022,1374,648
71601,5502,2796,2706
71602,6234,4037,2197
71603,12728,8257,4471
71630,222,168,54
71631,174,144,30
71635,4756,3281,1475
71638,1378,896,482
71639,2385,1411,974
71640,1295,736,559
71642,264,213,51
71643,506,350,156
71644,363,262,101
71646,2250,1829,421
71647,895,579,316
71651,88,88,0
71652,469,271,198
71653,1836,1291,545
71654,1771,1041,730
71655,5680,3711,1969
71658,250,183,67
71659,30,25,5
71660,332,308,24
71661,151,114,37
71662,98,0,98
71663,225,179,46
71665,2266,1713,553
71666,22,8,14
71667,2796,2115,681
71670,596,414,182
71671,3484,2131,1353
71674,293,224,69
71675,778,651,127
71676,221,144,77
71677,68,44,24
71701,7459,4859,2600
71711,18,0,18
71720,1100,763,337
71722,27,22,5
71724,213,196,17
71725,226,187,39
71726,685,576,109
71730,12140,8602,3538
71740,581,505,76
71742,2050,1197,853
71743,1677,1211,466
71744,1172,982,190
71745,142,110,32
71747,385,325,60
71749,991,891,100
71751,433,386,47
71752,399,218,181
71753,6163,4054,2109
71758,200,200,0
71759,238,189,49
71762,941,752,189
71763,700,644,56
71764,763,621,142
71765,866,777,89
71766,280,211,69
71770,1416,1093,323
71772,1,1,0
71801,5948,3870,2078
71820,18,18,0
71822,3757,2634,1123
71823,19,14,5
71825,256,230,26
71826,426,332,94
71827,310,276,34
71832,3514,2699,815
71833,883,713,170
71834,537,399,138
71835,521,417,104
71836,1224,933,291
71837,2007,1673,334
71838,400,300,100
71839,131,103,28
71841,419,342,77
71842,854,585,269
71845,885,594,291
71846,1073,767,306
71847,237,193,44
71851,836,577,259
71852,3672,2495,1177
71853,110,92,18
71854,14073,8496,5577
71855,247,164,83
71857,1886,1117,769
71858,882,732,150
71859,237,188,49
71860,953,709,244
71861,777,647,130
71862,190,123,67
71865,70,53,17
71866,261,204,57
71901,11402,6767,4635
71909,7510,6578,932
71913,19836,12974,6862
71921,1310,1065,245
71922,37,26,11
71923,5978,3473,2505
71929,1595,1473,122
71933,411,301,110
71935,199,194,5
71937,829,639,190
71940,730,539,191
71941,858,734,124
71943,1749,1273,476
71944,317,247,70
71945,559,449,110
71949,830,633,197
71950,358,346,12
71952,40,40,0
71953,5781,4399,1382
71956,663,499,164
71957,1329,1065,264
71958,1005,673,332
71959,187,170,17
71960,680,561,119
71961,384,316,68
71962,279,219,60
71964,1325,1029,296
71965,126,98,28
71968,1496,1431,65
71969,123,104,19
71970,380,371,9
71971,217,162,55
71972,152,100,52
71973,588,401,187
71998,0,0,0
71999,0,0,0
72001,278,245,33
72002,5992,5061,931
72003,314,283,31
72004,409,312,97
72005,57,37,20
72006,1185,669,516
72007,2693,2030,663
72010,2630,1653,977
72011,1473,1335,138
72012,4729,3187,1542
72013,797,624,173
72014,20,15,5
72015,10496,7269,3227
72016,1013,933,80
72017,303,234,69
72019,9466,7891,1575
72020,1675,1392,283
72021,1716,923,793
72022,6880,4576,2304
72023,14118,9554,4564
72024,1374,992,382
72025,295,270,25
72026,133,81,52
72027,556,496,60
72029,837,470,367
72030,320,283,37
72031,2816,2141,675
72032,12285,7431,4854
72034,18703,9941,8762
72035,0,0,0
72036,383,265,118
72037,17,9,8
72038,29,21,8
72039,804,597,207
72040,1279,897,382
72041,609,416,193
72042,2097,1416,681
72044,283,265,18
72045,491,332,159
72046,1648,1001,647
72047,326,286,40
72048,39,39,0
72051,269,201,68
72055,377,253,124
72057,341,275,66
72058,6150,4570,1580
72059,12,12,0
72060,297,173,124
72061,46,33,13
72063,795,615,180
72064,1086,786,300
72065,1831,1459,372
72067,1257,886,371
72068,142,83,59
72069,536,398,138
72070,718,566,152
72072,186,167,19
72073,466,325,141
72074,65,59,6
72076,14233,8241,5992
72079,268,268,0
72080,182,160,22
72081,2805,2051,754
72082,779,446,333
72083,82,47,35
72084,451,342,109
72085,88,47,41
72086,3842,2786,1056
72087,712,603,109
72088,1300,1109,191
72099,0,0,0
72101,1141,857,284
72102,1128,815,313
72103,4656,3497,1159
72104,8574,6030,2544
72106,1993,1439,554
72107,63,56,7
72108,46,46,0
72110,4655,2696,1959
72111,509,457,52
72112,3455,2201,1254
72113,10507,6094,4413
72114,4943,1157,3786
72116,9383,5865,3518
72117,5035,2851,2184
72118,8522,4826,3696
72119,0,0,0
72120,12922,9238,3684
72121,1413,1133,280
72122,193,193,0
72123,174,105,69
72125,299,215,84
72126,1279,916,363
72127,954,732,222
72128,299,249,50
72129,459,402,57
72130,292,234,58
72131,1895,1591,304
72132,1353,965,388
72134,137,113,24
72135,984,827,157
72136,520,502,18
72137,948,731,217
72139,100,46,54
72140,186,174,12
72141,292,197,95
72142,984,865,119
72143,12844,7891,4953
72149,0,0,0
72150,4715,3662,1053
72152,196,148,48
72153,962,737,225
72156,205,127,78
72157,502,402,100
72160,4278,2477,1801
72165,44,28,16
72166,69,45,24
72167,611,530,81
72168,156,116,40
72169,55,32,23
72170,111,76,35
72173,3114,2655,459
72175,138,97,41
72176,3434,2166,1268
72179,139,118,21
72181,8,0,8
72201,706,301,405
72202,4740,1451,3289
72204,11499,6868,4631
72205,10696,5298,5398
72206,9077,5703,3374
72207,5164,3381,1783
72209,11199,5485,5714
72210,6808,4218,2590
72211,9651,5141,4510
72212,4914,4287,627
72223,9303,6071,3232
72227,4934,3467,1467
72301,9588,4693,4895
72311,50,41,9
72315,8769,5072,3697
72320,30,30,0
72321,63,42,21
72322,68,50,18
72324,914,688,226
72325,19,12,7
72326,849,533,316
72327,723,494,229
72328,34,16,18
72329,60,12,48
72330,172,134,38
72331,1210,752,458
72332,20,8,12
72333,290,117,173
72335,6056,3303,2753
72338,6,6,0
72339,49,35,14
72340,62,52,10
72341,93,75,18
72342,1753,688,1065
72346,277,210,67
72347,265,167,98
72348,1080,571,509
72350,454,280,174
72351,226,118,108
72353,13,13,0
72354,929,551,378
72355,958,680,278
72358,500,269,231
72359,213,106,107
72360,2399,1294,1105
72364,5641,3850,1791
72365,1108,656,452
72366,964,483,481
72367,24,0,24
72368,536,359,177
72370,3151,1450,1701
72372,846,599,247
72373,463,249,214
72374,307,264,43
72376,738,588,150
72377,9,9,0
72379,0,0,0
72383,65,65,0
72384,357,151,206
72386,780,551,229
72389,88,64,24
72390,3165,1283,1882
72392,226,176,50
72394,206,127,79
72395,437,272,165
72396,5000,3371,1629
72401,22291,11341,10950
72404,10274,6563,3711
72410,171,117,54
72411,949,611,338
72412,256,178,78
72413,202,145,57
72414,143,87,56
72415,509,386,123
72416,2161,1632,529
72417,2085,1317,768
72419,668,433,235
72421,220,106,114
72422,1930,1196,734
72424,38,31,7
72425,171,149,22
72426,88,55,33
72427,80,70,10
72428,25,19,6
72429,163,94,69
72430,150,120,30
72431,167,109,58
72432,2513,1694,819
72433,1278,840,438
72434,857,680,177
72435,171,136,35
72436,358,320,38
72437,1355,961,394
72438,1043,648,395
72440,109,65,44
72441,39,29,10
72442,1758,1035,723
72443,1216,882,334
72444,728,589,139
72445,37,31,6
72447,864,566,298
72449,109,71,38
72450,14544,9599,4945
72453,80,69,11
72454,2170,1566,604
72455,5257,3666,1591
72456,226,161,65
72457,78,57,21
72458,280,266,14
72459,573,444,129
72460,316,241,75
72461,1564,1140,424
72462,182,102,80
72464,16,16,0
72466,597,390,207
72467,0,0,0
72469,418,348,70
72470,101,74,27
72471,509,383,126
72472,3609,2276,1333
72473,1027,753,274
72476,2424,1384,1040
72478,177,161,16
72479,550,349,201
72482,489,407,82
72501,10001,7031,2970
72512,1050,795,255
72513,1079,832,247
72515,0,0,0
72517,129,127,2
72519,1200,886,314
72520,84,84,0
72521,2036,1423,613
72522,216,174,42
72523,526,366,160
72524,124,68,56
72526,77,49,28
72527,168,168,0
72528,7,7,0
72529,2291,1928,363
72530,674,601,73
72531,377,366,11
72532,516,367,149
72533,191,184,7
72534,529,464,65
72536,185,168,17
72537,308,252,56
72538,153,133,20
72539,79,79,0
72540,78,55,23
72542,1706,1433,273
72543,5023,3400,1623
72544,287,214,73
72546,76,60,16
72550,247,228,19
72553,16,14,2
72554,1109,831,278
72555,74,51,23
72556,1312,1019,293
72560,3729,2602,1127
72561,250,210,40
72562,892,623,269
72564,173,127,46
72565,267,216,51
72566,231,226,5
72567,93,80,13
72568,494,351,143
72569,137,108,29
72571,137,137,0
72572,64,41,23
72573,81,49,32
72576,1696,1155,541
72577,268,221,47
72578,24,24,0
72579,547,372,175
72581,481,428,53
72583,754,553,201
72584,158,141,17
72585,165,165,0
72587,34,17,17
72601,11956,8157,3799
72611,595,407,188
72616,4002,3112,890
72617,30,24,6
72619,881,662,219
72623,390,373,17
72624,144,130,14
72626,617,462,155
72628,343,307,36
72629,191,149,42
72630,110,93,17
72631,1894,1639,255
72632,2017,1508,509
72633,614,584,30
72634,1729,1275,454
72635,1456,1061,395
72636,6,6,0
72638,2720,1839,881
72639,270,199,71
72640,115,115,0
72641,1071,906,165
72642,1070,927,143
72644,1111,956,155
72645,851,651,200
72648,174,141,33
72650,1673,1297,376
72651,464,317,147
72653,12702,9389,3313
72655,148,135,13
72658,629,512,117
72660,225,188,37
72661,278,226,52
72662,1141,984,157
72663,98,82,16
72666,97,97,0
72668,110,110,0
72669,23,21,2
72670,44,44,0
72672,111,58,53
72675,560,448,112
72677,155,103,52
72679,16,9,7
72680,311,229,82
72682,161,157,4
72683,109,102,7
72685,425,370,55
72686,71,71,0
72687,2564,1998,566
72701,16401,6595,9806
72703,14651,5969,8682
72704,10503,5908,4595
72712,19260,11302,7958
72714,5193,4438,755
72715,7179,6251,928
72717,337,277,60
72718,1024,942,82
72719,4066,2274,1792
72721,176,164,12
72722,1216,834,382
72727,2108,1631,477
72729,99,99,0
72730,3315,2307,1008
72732,1844,1587,257
72734,2987,1987,1000
72736,2466,1788,678
72738,858,742,116
72739,232,148,84
72740,3578,2662,916
72742,263,221,42
72744,2074,1345,729
72745,4800,3112,1688
72747,126,116,10
72749,21,12,9
72751,2531,2026,505
72752,197,134,63
72753,3310,2528,782
72756,15916,9696,6220
72758,14717,9261,5456
72760,132,110,22
72761,7459,4590,2869
72762,14283,9362,4921
72764,18281,8877,9404
72768,411,310,101
72769,388,239,149
72773,426,395,31
72774,2282,1909,373
72776,310,268,42
72801,6588,2588,4000
72802,7629,6231,1398
72821,759,572,187
72823,2384,1831,553
72824,629,435,194
72826,15,12,3
72827,73,73,0
72828,27,27,0
72830,5599,3540,2059
72832,448,319,129
72833,1393,919,474
72834,3594,2581,1013
72835,271,233,38
72837,2761,2216,545
72838,49,49,0
72839,143,124,19
72840,898,800,98
72841,67,56,11
72842,479,379,100
72843,940,766,174
72845,432,411,21
72846,1571,1254,317
72847,1008,779,229
72851,264,231,33
72852,60,60,0
72853,777,471,306
72854,338,288,50
72855,2453,1623,830
72856,121,102,19
72857,542,427,115
72858,1499,1209,290
72860,202,144,58
72863,692,578,114
72865,514,482,32
72901,8870,3670,5200
72903,11308,5467,5841
72904,7819,4376,3443
72908,5542,3545,1997
72916,3392,2568,824
72921,5273,4242,1031
72923,1932,1116,816
72926,259,190,69
72927,3148,2084,1064
72928,283,224,59
72930,123,89,34
72932,661,563,98
72933,2105,1671,434
72934,334,325,9
72935,183,127,56
72936,5516,4302,1214
72937,1368,1090,278
72938,480,403,77
72940,1017,920,97
72941,2049,1634,415
72943,948,664,284
72944,1216,984,232
72945,90,63,27
72946,1479,1355,124
72947,1580,1351,229
72948,121,121,0
72949,3742,2564,1178
72950,127,108,19
72951,389,318,71
72952,1020,864,156
72955,122,108,14
72956,13329,9520,3809
72958,2699,1932,767
72959,1118,945,173
73002,356,290,66
73003,8845,5177,3668
73004,348,285,63
73005,3255,2094,1161
73006,1224,993,231
73007,943,853,90
73008,7739,4388,3351
73009,501,361,140
73010,6731,5825,906
73011,147,109,38
73012,12688,10417,2271
73013,18964,15054,3910
73014,654,509,145
73015,1067,761,306
73016,601,534,67
73017,600,476,124
73018,7836,5064,2772
73019,0,0,0
73020,8549,7286,1263
73021,105,96,9
73024,257,197,60
73025,4051,3888,163
73026,3988,3583,405
73027,425,294,131
73028,1377,1113,264
73029,640,511,129
73030,1592,1058,534
73032,101,87,14
73033,138,92,46
73034,16449,11694,4755
73036,6660,4262,2398
73038,747,596,151
73040,782,485,297
73041,158,131,27
73042,410,304,106
73043,82,76,6
73044,8220,6017,2203
73045,4409,3493,916
73047,1433,1088,345
73048,912,690,222
73049,2090,1721,369
73050,42,5,37
73051,2894,2233,661
73052,2571,1920,651
73053,265,204,61
73054,1518,1270,248
73055,3795,2983,812
73056,139,122,17
73057,901,616,285
73058,75,63,12
73059,1092,893,199
73061,651,490,161
73062,607,476,131
73063,224,180,44
73064,8069,6202,1867
73065,3251,2699,552
73066,126,98,28
73067,866,695,171
73068,4595,3279,1316
73069,10097,4840,5257
73071,17167,7813,9354
73072,17051,9962,7089
73073,191,150,41
73074,412,262,150
73075,3555,2253,1302
73077,2834,2048,786
73078,3263,3081,182
73079,181,140,41
73080,3572,2415,1157
73082,1057,834,223
73084,2738,1935,803
73086,3363,2378,985
73089,4256,3772,484
73090,340,271,69
73092,334,247,87
73093,1004,846,158
73095,761,580,181
73096,5062,2559,2503
73097,76,60,16
73098,1644,1169,475
73099,22822,17215,5607
73102,1134,85,1049
73103,2645,854,1791
73104,1230,306,924
73105,2744,1178,1566
73106,4468,1790,2678
73107,10496,5493,5003
73108,4652,1804,2848
73109,6998,3158,3840
73110,13928,6468,7460
73111,4679,2225,2454
73112,14743,7441,7302
73114,7716,2861,4855
73115,8439,4758,3681
73116,4424,3134,1290
73117,2493,1064,1429
73118,6365,3452,2913
73119,9631,4822,4809
73120,17459,9182,8277
73121,1344,1058,286
73122,4950,2983,1967
73127,9031,4076,4955
73128,1551,1052,499
73129,6248,3200,3048
73130,8009,6054,1955
73131,1456,949,507
73132,10816,6128,4688
73134,2879,653,2226
73135,8335,4731,3604
73139,7325,3017,4308
73141,1074,694,380
73142,6283,3445,2838
73145,504,0,504
73149,1913,943,970
73150,1687,1561,126
73151,600,580,20
73159,12246,7487,4759
73160,22705,14874,7831
73162,11811,8333,3478
73165,2254,2187,67
73169,736,573,163
73170,14065,11300,2765
73173,1038,999,39
73179,1689,1500,189
73401,13676,8982,4694
73425,25,25,0
73430,456,422,34
73432,433,327,106
73433,1069,871,198
73434,222,176,46
73437,39,33,6
73438,1373,997,376
73439,3105,2413,692
73440,131,94,37
73441,59,49,10
73442,160,142,18
73443,1454,1083,371
73444,76,49,27
73446,3004,1986,1018
73447,462,371,91
73448,1979,1477,502
73449,1091,792,299
73450,508,425,83
73453,206,170,36
73455,234,182,52
73456,786,593,193
73458,325,239,86
73459,330,250,80
73460,1945,1226,719
73461,274,223,51
73463,1166,1004,162
73481,375,306,69
73487,66,52,14
73491,271,198,73
73501,7119,2908,4211
73503,1584,6,1578
73505,18357,10179,8178
73507,8774,4861,3913
73520,72,48,24
73521,8077,4281,3796
73526,901,682,219
73527,1684,1371,313
73528,205,163,42
73529,2084,1607,477
73530,160,139,21
73531,177,140,37
73532,205,135,70
73533,10709,7360,3349
73537,239,172,67
73538,2015,1443,572
73539,86,86,0
73540,146,110,36
73541,968,820,148
73542,1712,1335,377
73543,590,438,152
73544,117,100,17
73546,469,318,151
73547,600,411,189
73548,165,154,11
73549,84,62,22
73550,1010,732,278
73551,24,24,0
73552,505,427,78
73553,26,26,0
73554,1327,925,402
73555,57,51,6
73556,55,33,22
73557,166,144,22
73559,197,150,47
73560,258,178,80
73562,220,192,28
73564,227,171,56
73565,388,273,115
73566,747,507,240
73567,276,181,95
73568,408,302,106
73569,224,158,66
73570,453,345,108
73571,36,17,19
73572,1348,1038,310
73573,894,572,322
73601,3530,2209,1321
73620,474,413,61
73622,110,86,24
73624,719,372,347
73625,302,248,54
73626,389,315,74
73627,165,124,41
73628,560,426,134
73632,1448,1002,446
73638,92,51,41
73639,237,180,57
73641,216,184,32
73642,83,62,21
73644,5043,3263,1780
73645,566,377,189
73646,224,205,19
73647,225,193,32
73650,332,255,77
73651,1610,1021,589
73654,294,216,78
73655,358,290,68
73658,72,70,2
73659,80,68,12
73660,157,115,42
73661,153,130,23
73662,1927,1250,677
73663,402,303,99
73664,455,314,141
73666,75,49,26
73667,238,166,72
73669,684,520,164
73673,97,68,29
73701,8389,5144,3245
73703,12315,7695,4620
73705,0,0,0
73716,222,201,21
73717,2526,1673,853
73718,250,215,35
73719,26,23,3
73720,82,70,12
73722,179,133,46
73724,453,351,102
73726,219,181,38
73727,91,80,11
73728,774,585,189
73729,211,177,34
73730,289,226,63
73731,63,59,4
73733,121,113,8
73734,320,246,74
73735,269,235,34
73736,168,134,34
73737,1392,1091,301
73738,469,343,126
73739,143,140,3
73741,269,201,68
73742,1538,1183,355
73743,47,33,14
73744,61,46,15
73746,7,7,0
73747,169,80,89
73749,203,150,53
73750,2687,2145,542
73753,163,147,16
73754,459,404,55
73755,381,297,84
73756,126,98,28
73757,99,70,29
73758,41,33,8
73759,644,496,148
73760,155,149,6
73761,150,142,8
73762,783,617,166
73763,804,669,135
73764,66,36,30
73766,503,327,176
73768,592,487,105
73771,191,135,56
73772,1263,961,302
73773,777,576,201
73801,5653,3786,1867
73832,427,376,51
73834,607,476,131
73835,97,82,15
73838,162,135,27
73840,267,204,63
73841,163,125,38
73842,205,181,24
73843,338,243,95
73844,103,68,35
73848,739,626,113
73851,49,46,3
73852,818,712,106
73853,217,180,37
73855,36,35,1
73857,260,227,33
73858,603,379,224
73859,531,394,137
73860,573,415,158
73901,59,36,23
73931,192,150,42
73932,843,611,232
73933,688,533,155
73937,99,64,35
73938,292,256,36
73939,499,222,277
73942,4152,2646,1506
73944,166,111,55
73945,1016,754,262
73946,23,23,0
73947,157,94,63
73949,579,400,179
73950,474,388,86
73951,375,313,62
74001,135,107,28
74002,791,623,168
74003,5685,3333,2352
74006,10852,8082,2770
74008,10119,7887,2232
74010,3975,2846,1129
74011,10298,8380,1918
74012,22458,15347,7111
74014,14207,12274,1933
74015,3497,2489,1008
74016,2260,1764,496
74017,11238,7624,3614
74019,6900,5604,1296
74020,2903,2106,797
74021,7115,5875,1240
74022,735,653,82
74023,4167,2739,1428
74026,311,234,77
74027,387,308,79
74028,634,516,118
74029,2042,1507,535
74030,1535,1071,464
74032,827,690,137
74033,4090,3140,950
74034,51,36,15
74035,1332,950,382
74036,2687,2189,498
74037,6344,4863,1481
74038,802,685,117
74039,1337,1082,255
74041,976,798,178
74042,152,112,40
74044,2812,2260,552
74045,129,110,19
74046,44,28,16
74047,2537,2116,421
74048,2463,1735,728
74050,133,78,55
74051,735,672,63
74052,418,283,135
74053,1631,1392,239
74054,279,245,34
74055,16680,12508,4172
74056,2193,1475,718
74058,1443,1026,417
74059,2130,1591,539
74060,199,156,43
74061,763,590,173
74062,424,353,71
74063,12386,9626,2760
74066,12231,8980,3251
74068,4,4,0
74070,5403,4011,1392
74071,66,59,7
74072,717,573,144
74073,2070,1688,382
74074,12036,5784,6252
74075,10454,4110,6344
74078,0,0,0
74079,1573,1103,470
74080,1042,837,205
74081,681,632,49
74082,30,24,6
74083,389,313,76
74084,214,173,41
74085,902,669,233
74103,293,4,289
74104,5330,2354,2976
